text,label,source
[AKBNK] maliyetim 69.60..yeni yıl sonrası güzel bir ivme bekliyorum..,Alım-Satım Niyeti,akbnk
[AKBNK] düştü zaten 67i gördü,Genel Bilgi/Durum,akbnk
[AKBNK] endekse rağmen çok güçlü,Genel Bilgi/Durum,akbnk
[AKBNK] Geliyor gelmekte olan.,Piyasa Trend/Tahmin,akbnk
"[AKBNK] Varoş sohbet sitesi yapmayalım,elit bilgiler paylaşalım.endekse rağmen çok güçlü durdu o yüzden alım kararımı öne çektim.daha önceki kötü endekse rağmen grafik hareketleri çok iyi.kırmızı oldukça insanlar ekliyor.yatırımcıları paralı insanlar.tabi bu sitede Cenk gibi bir kaç varoşta var onlarıda idare etçez :)",Alım-Satım Niyeti,akbnk
[AKBNK] Ben 68.95 den 5000 lot alınca yükseldi akıllı olun yarın satarım kırmızı olur :),Alım-Satım Niyeti,akbnk
"[AKBNK] Cenk diye arkadaş bugün 5000 lot aldım,fakat ben düştükçe ekliyorum çıktıkça satıyorum.yılbaşından sonra satarım.",Alım-Satım Niyeti,akbnk
[AKBNK] Geçenlerde Akbank iyiydi şimdi garanti neden böyle,Genel Bilgi/Durum,akbnk
[AKBNK] SİZ ŞİMDİ BURALARDA ALMIYOSUN UZ YA.. HASRET KALICAK SUNIZ BURALARDA.. GEÇEN YIL AYNI BENİM GARANTİDE DÜŞTÜĞÜM DURUMA DÜŞÜCEJSŞNŞZ 60 LŞRADA GARANTİ SATTIM.. EBENİNKİNİ GÖRDÜM.. SONRA 138..,Genel Bilgi/Durum,akbnk
[AKBNK] HASAN BEY ALDINMI 65 İN 6 LISINI.... ABUZER VE SİZE. HASAN BEY 100 LİRADAN VERİCEK..,Hedef Fiyat Sorgulama,akbnk
[AKBNK] Yeni yıla en az zararla girmekte fayda var sanki. Herkese bol şanslar.,Genel Bilgi/Durum,akbnk
[AKBNK] bankalarda bugun ıstah var ancak akbank henuz tepkı veremedı. dıger ozel bankalar daha ıyı suan. akbank ı salsalar xbank taa ggıdecek,Piyasa Trend/Tahmin,akbnk
[AKBNK] Abd hilafında suriyeye operasyon başlarsa abd nin ilk hamlesi HALKBANK DAVASI nı tekrar başlatmak olabilir. O vakit paraşütsüz atlamaya hazır olun,Risk ve Haber Analizi,akbnk
[AKBNK] 70 üstüne atması durumunda garantiyi yakalayabilir.,Piyasa Trend/Tahmin,akbnk
[AKBNK] HASAN BEY.. 65 İN BAŞINI ALABİLİRSİNİZ.. O İŞLER BİTTİ..,Hedef Fiyat Sorgulama,akbnk
"[AKBNK] 65 olunca görürsün kim alıyor başını,pazartesi yazcem",Piyasa Trend/Tahmin,akbnk
"[AKBNK] Arkadaşlar rahat olun 65 düşerse çok yüklü alcem,ozaman 74 ü geçecek tahtacı dayanamıcek.göreceksiniz :)",Alım-Satım Niyeti,akbnk
[AKBNK] 1 yıldır hisse 74 dü gecememiş 4 defa denemiş adam 110 diyor ülkede kerizzzz cokkkk gani gani,Hedef Fiyat Sorgulama,akbnk
"[AKBNK] geçen hafta 69 dan pişman olmuştum, geri aldım, buyuksun tahtacı",Alım-Satım Niyeti,akbnk
[AKBNK] SEN TAHTACIYA YALVARICAN 110.LİRADAN BANA DA VER BENDE gELİMDE GEZDŞRŞM.. DİYE.. ÇOK KONUŞTURMA HANIMLAR VAR BURDA,Hedef Fiyat Sorgulama,akbnk
[AKBNK] Senın gibi kerizllerrr hisseyi tutacak ki biz al sat yapalım:) sunuda soleylettın bna:),Genel Bilgi/Durum,akbnk
[AKBNK] 59 MALİYET ABUZER. BAK BAKALIM KİM KİMİN BAŞINDA OTURUYO..,Alım-Satım Niyeti,akbnk
[AKBNK] Borsadan uzak durun en sonki haraketden %15 aldım çıktım parayı gümüşe yatirdım kafam rahat mis .,Alım-Satım Niyeti,akbnk
[AKBNK] Oyak ve tacirlerin 2026 hedeflerını acıkladıgı raporlarını gorunce banka tasıma anlamıı cıkıyor. ama 1 ayda cıtı deutche ve emeklılık fonları akbankta 192.5 mılyon lot neden alıyor,Risk ve Haber Analizi,akbnk
[AKBNK] Aylık girafikde hala artı 9 u var yedirir mi balıma sana o artı 9 u ytd:)),Piyasa Trend/Tahmin,akbnk
[AKBNK] Hepsini sattım dua edin dahada düşsün geri alcem :),Alım-Satım Niyeti,akbnk
[AKBNK] Endex 11200 kırmasın dua ette kadir ben görürüm ozman seni,Risk ve Haber Analizi,akbnk
[AKBNK] 72 71 iken uyardım bu yıl 4 defa aynı hareketi yaptı dedım kadir diye bir kerizzzz vardı ne diyordu o,Piyasa Trend/Tahmin,akbnk
"[AKBNK] Çöp kağıt,20 TL eder gözümde",Hedef Fiyat Sorgulama,akbnk
[AKBNK] 54 e kadar yolu var,Piyasa Trend/Tahmin,akbnk
[AKBNK] 2025 özet paramız enflasyon karşısında akbank yatırımcısı olduğumuz halde eridi,Genel Bilgi/Durum,akbnk
"[AKBNK] böyle borsa olmaz olsun. değil uzun vade, kısa vade bile yatırım yapılmaz buralarda.",Genel Bilgi/Durum,akbnk
"[AKBNK] 1 haftada aldığımı daha fazlasıyla verdim. çıktım, sanırım faize yatıracağım. nerelere düşeceğini kestirsem çıkmazdım",Alım-Satım Niyeti,akbnk
"[AKBNK] Gmz Dmr bankalara alıcı sokup durdular,şimdide döküyorlar insanları",Genel Bilgi/Durum,akbnk
[AKBNK] 2025 yılı dunya borsaları rallı yaparken bızım borsa çöp. yıl sonu kapaınrken bıle dusuyor.,Genel Bilgi/Durum,akbnk
[AKBNK] akbnk SHORT,Alım-Satım Niyeti,akbnk
[AKBNK] Alım satım yapan kimler,Genel Bilgi/Durum,akbnk
"[AKBNK] ben satıyorum dostum, sadece onu bilirim",Alım-Satım Niyeti,akbnk
[AKBNK] Eflayon almış başını gitmiş... Ev kiraları ödenemez hale geldi.,Risk ve Haber Analizi,akbnk
[AKBNK] 69.30 üstü bekleneblir bence halen umut var,Piyasa Trend/Tahmin,akbnk
[AKBNK] niye düştü diyenler piyasayı takip etmeyenler.abd büyüme verisi yüksek geldi.bu faiz indirimi olmayacak manasına geliyor.,Risk ve Haber Analizi,akbnk
[AKBNK] Trend bitti artık bankalardan cıkıolar,Piyasa Trend/Tahmin,akbnk
[AKBNK] 2025 ENFLASYON KADAR BİLE YÜKSELTİLMİYENN KAR ETTİĞİ HALDE 2026 DA BIRAKIN YAPIMCI BALİNALARI YERLİ HAMSİ BİLE BULAMAYACAK HİSSESİNE YATIRIMCI,Genel Bilgi/Durum,akbnk
[AKBNK] Türk borsası yatırımı hak etmiyor yatırımcı bankalara alım ve satım ücreti olarak stopaj ödüyor yetmedi birde aracı kurumların aylık ve 6 aylık 12 aylık bakım maliyeti yatırımcıya ödetiliyor hisse senetleri olduğu yerde sayıyor dolar karşılığı kazançlı değiller Amerika'da hisseler artış yaparken Türk borsasında yatırımcı kaybettiriliyor yatırım yapmak için doğru yer Amerika yanlış yer borsa İstanbul,Genel Bilgi/Durum,akbnk
[AKBNK] GÜLER HANIM.. NE MAL TOPLADINIZ BE.. ARTIK SÜRÜN YUKARI.. Bİ 100 Ü GÖRELİM ARTIK,Hedef Fiyat Sorgulama,akbnk
[AKBNK] YILBAŞI ÖPÜCÜĞÜ YAPIYO LAR.. HESAP KAPATANLAR BORCUNU KAPATANLAR. YILBAŞI TATİLCİLERŞNE. TABİ NOEL TATİLİ.. E ÖPMELER NORMAL.. AŞK ÖPÜCÜKLERİ BUNLAR.. HART OLMASIN ÖNEMLİ OLAN O.. HART OLURSA KİMSE DAYANAMAZ,Genel Bilgi/Durum,akbnk
[AKBNK] Hiçbir b** anlamadım dünden beri ne oldu niye bu kadar düştü BIST yesil şili'deyken yuz de 3 düştü,Genel Bilgi/Durum,akbnk
"[AKBNK] bi de bugün bofa işin içinde değil, o da satsaydı bugün tam olacakmış,bu nedir ya",Risk ve Haber Analizi,akbnk
"[AKBNK] Fiyat ve Teknik Göstergeler (Anlık) ​Son Fiyat: 69,90 TL – 70,45 TL bandında dalgalanıyor. ​Günün Özeti: Hisse bugün yaklaşık %2,92 oranında bir geri çekilme yaşasa da, 11:17 itibarıyla 13,7 milyon lotluk bir işlem hacmiyle destekleniyor. ​RSI (Göreceli Güç Endeksi): RSI şu anda 58,81 seviyesinde. Bu değer, sabah gördüğümüz 36-38 seviyelerinden ciddi bir sıçrama yaparak Al iştahının arttığını ve hissenin güç kazandığını gösteriyor.",Piyasa Trend/Tahmin,akbnk
[AKBNK] bu bankalar süründürüyor uzun yıllar. Sonra şahlanınca 3-4 ayda deli gibi gidiyor. borsada hisseyi yükseliş zamanına denk getirmezsen uzun yıllar taşıyorsun. Denk getirmekte ancak krizlerde oluyor,Genel Bilgi/Durum,akbnk
"[AKBNK] Katarlılar alıyor, İngilizler satıyor. Bakalım kim kazanacak?",Risk ve Haber Analizi,akbnk
[AKBNK] 70.10 son kale,Hedef Fiyat Sorgulama,akbnk
[AKBNK] Saat 16:30 'a kadar düşmesi muhtemel gibi görünüyor.,Piyasa Trend/Tahmin,akbnk
[AKBNK] duruşu belli gözü aşağı bakıyor yok enflasyon muhasebesi yabancı lot almış hikaye bunlar canları aşağısını istiyorsa aşağı gider,Piyasa Trend/Tahmin,akbnk
[AKBNK] Bence bu düşüş degildi likidite girişi dewam ediyor bence olsa olsa soluklanma dır ytd,Piyasa Trend/Tahmin,akbnk
"[AKBNK] düşüşü enflasyon muhasebesinin kaldırılması için verilen teklife bağlayanlar olmuş ama bankalar finansal kiralama, faktoring ve varlık yönetim şirketleri zaten bundan muaf yutulmuşlardı 2025 yılı için",Risk ve Haber Analizi,akbnk
[AKBNK] Yarın BoFa çalışmaz bilginiz olsun...,Risk ve Haber Analizi,akbnk
"[AKBNK] Ekonomistler;Enflasyon muhasebesinin yapılmasının doğru finansal raporlama sağladığını düşünerek ,yatırımcı üzerindeki güven etkisini arttırdığını söylüyor..dün kaldırıldı zaten,bugün banka hisselerinin durumu ortada..ancak bizim borsamız genelde ,ne hedef fiyatı ne endexi ne grafiği dinler oldu..bofa vb kurum alıyorsa çıkıyor satıyorsa düşüyor..inşallah kazançlı bir yıl olur",Risk ve Haber Analizi,akbnk
"[AKBNK] üstteki yazıma küçük bir düzeltme: dün,enflasyon muhasebesinin kaldırılacağı hep yazıldı,çizildi,biliniyodu yazıcağıma dün kaldırıldı yazmışım",Risk ve Haber Analizi,akbnk
[AKBNK] AY SONU... BİTŞRMEDENNNNNNNN. GİTMEZ. HERKESİ BİLLUR GİBİYAPACAK.. ESAS MALI 100 LİRADA ÇAKACAK.. GELMEZLER DEMİYİN. GELİRLER...... 110 A DA GELİRLERRRRR. 12O.... BU ÜLKENİN KERİZİYLE. KEREVİZİ ÇOK LEZZETLİDİR,Hedef Fiyat Sorgulama,akbnk
[AKBNK] NASIL SAPLALADILAR.. DEDİM SİZE. HİÇ DİNLEMEZLER. ŞİMDİ KREDİLİLERİ NASIL DÖKECEKLER.. YEDİRİRLERMİ.... SONRA YOLA DEVAM..,Genel Bilgi/Durum,akbnk
"[AKBNK] saholla yakın bağları var, sahol dip görüp tavan yaptı saholun düşüş etkisi yansımış olabilir ama tek sorun saholun tavan yapması akbnkyi etkiler mi cumaya kadar zaman gösterir ytd",Risk ve Haber Analizi,akbnk
"[AKBNK] Bu Bofişin biste hiç faydası yok sade hacim yaratıyor. uzun süre hisse taşımıyor trade yapıyor. Hisseye bir girişi var tatlı tatlı geliyor. Ama bir çıkışı varki acıtıyor. tatlı yemenin acı... olur misali. Bankalardan enflasyon muhasabesinide kaldırdılar ama tık yok veriyorlar. Borsa için hala 2026 2.çeyrekde gider deniyor Özel bankalar 1,5-2 sene öncede bu fiyattalardır. para kazandırmayıp reelde %100 e yakın kaybedildi. 2 günde özel bankalar %-5 yakın kaybetirdi. Akbnk zaten yıllardır sürüründürdü 74,5 civarı zirve yapmıştı üstüne yıl geçti bir daha zirve yenilemedi",Risk ve Haber Analizi,akbnk
[AKBNK] 10 gündür 70 üstü kapatıyor %3 yükselene kadar o direnç bu direnç dedik 1 günde 70 in küsüratını sildiler :D,Genel Bilgi/Durum,akbnk
[AKBNK] sağlam satış yedi daha 68e kadar yolu var ytd,Piyasa Trend/Tahmin,akbnk
[AKBNK] Aklım kesti artık bunun 80-90 olması mümkün değil 58 - 60 lardan alıcan dayanabilirsen 70 de verecen,Piyasa Trend/Tahmin,akbnk
[AKBNK] Bankalar gidecek dedikçe Bankalara veriyorlar alın diye önerdikleri 3 gün yaşıyor. Noel rallisini geri viteste yapıyor bankalar,Piyasa Trend/Tahmin,akbnk
"[AKBNK] 15 gün önceki fiyat 69,10 az kaldı geri dönecek.",Piyasa Trend/Tahmin,akbnk
[AKBNK] Battı herhalde banka.,Genel Bilgi/Durum,akbnk
[AKBNK] Akşam düşür al sabah +3 ver Her gün aynı terane,Genel Bilgi/Durum,akbnk
[AKBNK] Artık alıştık hep aynı taktik i 73 den dönüş başladı,Genel Bilgi/Durum,akbnk
[AKBNK] Ne oldu da düşüyor bu nımussuz,Genel Bilgi/Durum,akbnk
[AKBNK] % -2.22. 70.35 eyvah eyvah,Genel Bilgi/Durum,akbnk
[AKBNK] klasik 74 - 54 hareketini yapıyor ytd.,Piyasa Trend/Tahmin,akbnk
[AKBNK] yılbaşı rallisiymiş 2026 da borsa daha iyi olacakmış mış mış mış,Piyasa Trend/Tahmin,akbnk
[AKBNK] Japonya dan kaynaklı olabilir:))),Risk ve Haber Analizi,akbnk
"[AKBNK] 1 lira art , 2 lira düş , 2 lira art , 3 lira düş. Yılbaşı yıl sonu bak değişen yok. Kazanan büyük yatırımcılar yani al sat yapanlar.",Genel Bilgi/Durum,akbnk
[AKBNK] pislik banka ..bankaendeksi aşağı çekti yetmedi endekside zorluyo,Genel Bilgi/Durum,akbnk
[AKBNK] Bütün nankörler burda.Zirvesini tazeleyen tek banka burası yine zırlıyorlar.Gidin garan işe bakın,Genel Bilgi/Durum,akbnk
"[AKBNK] Hep aynı taktik , Türkiye de batan bir tek borsa yatırımcısı. Uzun vadede kazansa da enflasyona ya da diğer gelir getirici şeylere yeniliyor.",Genel Bilgi/Durum,akbnk
[AKBNK] tabana mı gidiyor satan kim,Piyasa Trend/Tahmin,akbnk
[AKBNK] genelde diğer hisseler iyi Muhammed bey..Akbank ta baskı var..,Genel Bilgi/Durum,akbnk
[AKBNK] Ulkeyi etkikeyecek onden bir haber aldilar gibi,Risk ve Haber Analizi,akbnk
[AKBNK] anlık 71.50. -c,Genel Bilgi/Durum,akbnk
[AKBNK] Bekliyoruz öyle bakalım ne olucak,Alım-Satım Niyeti,akbnk
[AKBNK] Allahın cezası hep gözü aşağıda endex kırmızıya döndüğü an 65 lerde,Piyasa Trend/Tahmin,akbnk
"[AKBNK] bist 30 +%0.90 lardayken bu bi tık artmıyosa , öğleden sonra endex bira aşağıya salarsa kendini bunu düşünemiyorum bile..inşallah toparlar bu ne ya",Risk ve Haber Analizi,akbnk
[AKBNK] Yasin Eşma satmıycam ama gerçekten bu yıl sıkıcı geçti,Alım-Satım Niyeti,akbnk
[AKBNK] Gmz Dmr evet satmamakla en iyisini yaparsın çünkü bu akbank yani elektrikci veya bir ilaç firması değil.. bekliyoruz,Alım-Satım Niyeti,akbnk
[AKBNK] uzun ve orta vade yatırımcıları için yazıyorum.2 yıldır 50 ile 70 arasında sıkışma var.. benzeri hareketlerin sonu yüksek olasılıkla yukarı yönlü büyük cikisla bitiyor. Ben akbank hisseye güveniyorum güzel yükselecek. ancak sabırla beklemeniz gerekiyor..,Piyasa Trend/Tahmin,akbnk
"[AKBNK] uzun vade de bekleyişlerde,ciddi yükselişler olmazsa mevcut paranın değeride düşüyor..zaman zaman al satçılar daha kazanıyorlar..inşallah ciddi bir ivmeyle hızlı bir yükselişe geçer..uzun süredir 74 ü geçemedi bi türlü",Piyasa Trend/Tahmin,akbnk
[AKBNK] Gmz Dmr 2026 artık yapay zeka önderliğinde teknolojide sıçrama çağına giriyoruz. bankacılık sektöründe de teknolojinin farkedecegini düşünüyorum. al satcilar tabiiki daha çok kazanır ama bir tahtaci dostunuz var ise veya siz tahtaci iseniz bu durum geçerli olur. aksi halde çok daha berbat bir duruma düşersiniz.. bugün2026 yılı için bofa bile yapay zekayı konu alıyor.. herkesin kendi seçimi ama akbank umduğumdan daha güzel yerlere gelecek. hepinize iyi kazançlar,Risk ve Haber Analizi,akbnk
[AKBNK] Bu asgari ücret açıklaması umarım bizim için pozitif degerlenme olarak yansır,Risk ve Haber Analizi,akbnk
[AKBNK] asgari ücret net: 28 bin75 olarak belirlendi..,Risk ve Haber Analizi,akbnk
[AKBNK] Yarın yerine koyar normal hareketler bunlar short çukarı öpücüklerler..,Piyasa Trend/Tahmin,akbnk
[AKBNK] bugün yaptığın en mantıklı hareket akbankı viopta şhortlamak oldu :))),Alım-Satım Niyeti,akbnk
[AKBNK] hızlıca 59 a kadar gelirmi ?,Hedef Fiyat Sorgulama,akbnk
[AKBNK] Burdan alan 1 sene unutur hep aynı yaptı 75 ve 50,Piyasa Trend/Tahmin,akbnk
[AKBNK] ne ara 75gordu :),Genel Bilgi/Durum,akbnk
[AKBNK] geçen sene senede 1 burlara geliyor iniyor dikkat edecen,Piyasa Trend/Tahmin,akbnk
[AKBNK] Uçuş başlasın benim adım CABİR,Piyasa Trend/Tahmin,akbnk
"[AKBNK] ... ve UNLU&amp;CO satış tarafında yer almaya başlar... Yavaş, yavaş...",Risk ve Haber Analizi,akbnk
[AKBNK] TUVALETE BİLE GİDERKEN.. AKBANKI DA YANINIZA ALIN.. YOKSA BŞR TUVALET SŞZE PAHALIYA MAL OLABİLİR.. BANA BŞR TUVALET BŞR KERE 200000 TL YE MAL OLDU...,Genel Bilgi/Durum,akbnk
[AKBNK] HANIMLAR. BEYLER. HARBİ KORKMAYA BAŞLADIM.. BU NE LAN HER YER EKSİ BU ARTI. Bİ ZANGIRTI KOPUCAK AMA..,Piyasa Trend/Tahmin,akbnk
"[AKBNK] 72,90 kurmuş 210k gibi bir baraj gelip gelip duvara çarpıyor",Risk ve Haber Analizi,akbnk
[AKBNK] 100 TL ye kadar düşür bu. 9 ay önceki aynı yerinde.,Piyasa Trend/Tahmin,akbnk
[AKBNK] PİSTON AŞŞA,Piyasa Trend/Tahmin,akbnk
[AKBNK] Ak Yatırım bugün sahaya inmedi henüz! Eğer inmezse...,Risk ve Haber Analizi,akbnk
"[AKBNK] Günaydın. MSCI Türkiye -%0,72 kapatmış. Dikkatli olmakta fayda olabilir.",Risk ve Haber Analizi,akbnk
[AKBNK] SON VAGON.. BİNDİNİZ BİNDİNİZ.. YOKSA GELEN GEÇEN BİNER....,Alım-Satım Niyeti,akbnk
[AKBNK] HA BURDAN DÖNER HA ŞÖYLE DÖNER. YOK DİRENÇ.. DÖNER. ÇOK GİTTİ.. DÖNER.. 100 LİRADAN ALIRSIN..,Hedef Fiyat Sorgulama,akbnk
[AKBNK] 75500. GEÇİLİRSE... 100 LİRA GELİR..,Piyasa Trend/Tahmin,akbnk
[AKBNK] 7-8 ay önce bu kağıtta zararım bir ara 80.000 liraya kadar çıkmıştı şu anda 60 bin lira kardayım ama kazanç yok mevduat gelirinin çok altında kaldı şimdi şuralardan iki tavan yapsa da kaçıp gitsek,Alım-Satım Niyeti,akbnk
[AKBNK] Benimde seninle aynı marttan beri bekle anca kardayız en az bi %10-20 arası daha almalıyız da zor,Genel Bilgi/Durum,akbnk
[AKBNK] SoygunSA hissesinde bir yeşil kapatan bu oldu.,Genel Bilgi/Durum,akbnk
"[AKBNK] Relax, iyi gidiyor çaktırmadan döke döke",Genel Bilgi/Durum,akbnk
[AKBNK] 74 den döndü bir öncesinde temkinli olun bunlara güvenip iş yapmayın. ytd.,Risk ve Haber Analizi,akbnk
[AKBNK] ben sattım sen çıktın 1 senemi çaldın. iki yakan bir araya gelmesin.,Alım-Satım Niyeti,akbnk
[AKBNK] haftalık %2-4 arası yükselecek şekilde ayar çekiyorlar sanki,Piyasa Trend/Tahmin,akbnk
[AKBNK] akbank tarihi zirve tazeledi.işyatırım tarafından 96 tl hedef fiyat verilmiş bakalım yıl sonuna kadar buralara gelebilecekmi,Risk ve Haber Analizi,akbnk
[AKBNK] az da olsa gün içinde tekrar yükselicektir,Piyasa Trend/Tahmin,akbnk
[AKBNK] günlük veya kısa vadeli yatırımlar sadece komisyona çalışır. günlük ekrana bakmayın ve yatırımınızı orta ve uzun vade yapın. en kısa yatırım 3 ay olmalıdır. buraya 3 aylık yatirimimi yazıyorum insanlar 2 dk sonra cevap yazıyor.. 2-3 ay sonra gel yaz bakim ne olmuş,Genel Bilgi/Durum,akbnk
[AKBNK] anlık 72.05,Genel Bilgi/Durum,akbnk
[AKBNK] Spekülasyon kağıtta bulun demiyorum Amerika borsası bu borsadan daha kaliteli yükseliyor,Genel Bilgi/Durum,akbnk
"[AKBNK] altın ve gümüş hikayesi biter, hisse fon ve daha sonra kripto güzel olacak.. akbank sağlam. hepinize iyi kazançlar..",Piyasa Trend/Tahmin,akbnk
[AKBNK] 3 ü bir arada bekliyoruz.. S400 HABERİ.. ENFLASYON MUHASEBE Sİ... BABACAN HABERİ.. YOKSA.. S 400 LE.. OYNARSINIZ..,Risk ve Haber Analizi,akbnk
"[AKBNK] Yürü çaktımadan hissettirmeden, ince ince doğra shortcuları algıcıları Japonları",Piyasa Trend/Tahmin,akbnk
[AKBNK] AKŞAM 68 LERE GELİRMİ ?,Hedef Fiyat Sorgulama,akbnk
[AKBNK] 72 üstü gelir ytd,Piyasa Trend/Tahmin,akbnk
