text,label
[EREGL] Bir zamanlar 200 lira olacak diyenler vardı.Artık hayallerde küçüldü.,Genel Bilgi/Durum
[BIST100] Herkes bir şeylerden bahsediyor ama işin sonunda ortada para yok borsaya para girmiyor girmeyince bize giriyor,Genel Bilgi/Durum
[EREGL] GEÇMESİ İÇİN KAÇ LİRADA KAPATMASI GEREKİYOR,Hedef Fiyat Sorgulama
[EREGL] Halen geçemiyor ne yaptınız bu kadar bu şirkete,Genel Bilgi/Durum
[EREGL] Bunun yapacağı aksiyon bu kadar olur,Piyasa Trend/Tahmin
[EREGL] ferdi nin dediği gibi bunlar foruma tebelleş olduğunda tarihi zirve yapıyor eregl hadi bakalım :),Piyasa Trend/Tahmin
[EREGL] 24.38 de çıkar az dinlenirim.giderse gitsin.ben çagatayı takib edecem bundan sonra;).,Alım-Satım Niyeti
[EREGL] Neyi bekliyorsun o cgu. Yeteri kadar atladın millete.,Genel Bilgi/Durum
[EREGL] Sıradışı geldiğinde her zaman hisse zirve görür. Hedef 39,Hedef Fiyat Sorgulama
"[EREGL] Çok duygulandım!artı yakmış bu hemde +1,5",Genel Bilgi/Durum
[EREGL] eregli yükselişi için önce şişenin % 23'lük makas farkını kapaması lazım eregli ile..o makası daha da açamazlar..% 25 üstündeki bir makas fonun işleyişine aykırıdır..,Risk ve Haber Analizi
[BIST100] para 2026'da da faize akacak..30-32 bandından tl'ye geçen o kadar para var ki 6 puan üstünden faiz almayanı sağlam döverler bu piyasada..,Piyasa Trend/Tahmin
[EREGL] hızlı para mal toplanırken değil toplandıktan sonra yapıılır... hele 42 cente ir insin satılan mallar yerine konsun ondan sonra bakılacak duruma..dışarıda çin içeride yüksek faiz varken eregli'yi toplayacak adam yatırım y'sinden anlamıyordur..,Risk ve Haber Analizi
"[EREGL] Bir hissenin 2,5 yıl yatay gitmesi, onun kötü bir şirket olduğunu değil, biriktirme (accumulation) evresinde olduğunu gösterir. ... tarihsel olarak en ucuz çarpanlara yaklaşıyorsun, sabrını test ediyorum",Genel Bilgi/Durum
"[EREGL] nerede accumilation nerede distrubition yapıldığını bilmezsen 2,5 yıldır taşırsın..en az 1 yıl daha taşımaya devam edersin...ben 42 centten sattıklarımı yerine koyarken dahi acc. devresine girmiş olmayacak kağıt..",Hedef Fiyat Sorgulama
[EREGL] 2026 için % 40 kazandıracak olsa eregli hiçbir fon yöneticisi faizden çıkıp da eregli almaya tenezzül etmez..yani mal toplamaz..mal toplamaları için % 40 üstü getiri görmeleri lazım..,Risk ve Haber Analizi
"[THY] ben eşşeklere mal satıyorum 2,5 yıldır..o yüzden bu tarz kağıtlar vazgeçilmezim..bak thy'de 300'lerde yazdıklarıma bak 9 aydır 600 bekliyorlardı şimdi 300 olsa da zararımızı çıkartsak diyorlar..300 olsa dahi % 33 faiz getirisini sanki onların parasıyla yapmamışız gibi..",Genel Bilgi/Durum
[EREGL] borsa yatay kalsa hissenin ederi bugünkü dolar değerinden 18.06 tli fon sepeti değerinden 19.18 tl'dir..eregl sat ne alırsan al stratejisine devam..faiz ve dolar en garanti yatırım..30-32 bandına kada faiz açık ara en güvenli yatırım aracı olacak..duraklama bitti çöküş başlıyor..çöküş bitip duraklama başlayacak..yükseliş ondan da sonra..2026 25'i aratacak..,Piyasa Trend/Tahmin
[BIST100] Kelin ilacı olsa kendi başına sürer pazarlamacılar çoğalmış gene Neyi pazarlıyorlarsa sanki borsada para var herkes kaçıyor borsadan herkes çıkacak çıkacak diyor yabancı gelmeden çıkmaz,Genel Bilgi/Durum
"[EREGL] Arkadaşlar 4 ay önce Akbank hissem vardı, hisseye bugün Ereğli ye olduğu gibi para girişi vardı ama hisse bir süre 50 / 55 bandlarında seyretti. Şimdi Ereğli de aynen durum olur mu diye düşünmüyor değilim.",Genel Bilgi/Durum
[EREGL] te kaç,Hedef Fiyat Sorgulama
"[EREGL] 23,88",Genel Bilgi/Durum
[EREGL] Ulan paradoxx bütün gece uyumayıp övdüğüne göre dobla dediğine göre kesin bugün eregliye çakacaklar hissiyatı oluştu bende... 32.5 da paradoxx aldım dediğinden shortlamayan beynimi zi keyim;),Genel Bilgi/Durum
[EREGL] Umarım yanılırım demiştim. Gerçektende umduğum oldu ve yanıldım. :) ben size doplayın demiştim hepiniz doplayınca herhalde bunlar birşey biliyor diye bende dopladım. Beraber battık batrsak hepimiz batacaz bu saaten sonra,Genel Bilgi/Durum
[EREGL] yok artık bu saatten sonra zik seler doblamam tadında az trade;),Alım-Satım Niyeti
"[EREGL] Günaydınlar, bu düşük işlemli günde düşüş bekleriz :) YTD :)",Piyasa Trend/Tahmin
[EREGL] Eyvallah kardeşim emeğine sağlık. yazdıklarının hepsi gerçekler. hatta bu gerçeklere göre bu fiyatlar gerçek yatırımcı için altın tepside sunulmuş fırsatlar bütünü.,Genel Bilgi/Durum
[EREGL] Bingöl-Avnik sahasında yaklaşık 550 milyon dolar yatırımla kurulan tesisin 2028 yılında devreye alınması beklenmektedir. Tesisin tam kapasiteye ulaştığında faaliyet kârına (brüt kâr) yıllık yaklaşık 200-300 milyon dolar ek katkı sağlaması öngörülmektedir.,Risk ve Haber Analizi
"[EREGL] Erdemir ve İsdemir, 2030 yılına kadar karbon emisyonlarını %25 azaltmak amacıyla toplam 3,2 milyar dolarlık bir yatırım bütçesi ayırmıştır. Sadece 2025 yılı için planlanan yeşil dönüşüm yatırım tutarı 825 milyon dolardır.",Risk ve Haber Analizi
"[EREGL] 2024 sonunda 39 dolar/ton olan ton başına FAVÖK (FVAÖK), 2025'in üçüncü çeyreğinde 68 dolar/ton seviyesine toparlanmıştır. 2026 yılı için ise toparlanmanın hızlanmasıyla ton başına FAVÖK'ün 148 dolara kadar çıkabileceği öngörülmektedir.",Piyasa Trend/Tahmin
"[EREGL] Ereğli gibi döngüsel devlerde 3-4 yıl süren yatay seyirler, döngü yukarı döndüğünde çok sert ve hızlı primlerle telafi edilir. 2026 yılı, bu devasa yatırımların operasyonel sonuçlara yansımaya başlayacağı bir geçiş yılı olacak.",Piyasa Trend/Tahmin
[EREGL] 2025'in son çeyreği itibarıyla ton başına FAVÖK rakamlarında (yaklaşık 68-70 dolar/ton) dipten dönüş sinyalleri görülüyor. Analistler 2026 yılında sektördeki toparlanmayla bu rakamın 100 dolar üzerine çıkabileceğini öngörüyor.,Piyasa Trend/Tahmin
[EREGL] Şirketin şu an içinde bulunduğu düşük kârlılık dönemi aslında dev bir dönüşümün sancısıdır. Hikayeyi ayakta tutan 3 ana direk var,Risk ve Haber Analizi
"[EREGL] Erdemir, 2025-2026 döneminde yıllık yaklaşık 700-800 milyon dolar yatırım harcaması öngörüyor. Avrupa’nın uygulayacağı Sınırda Karbon Düzenlemesi (SKDM) başladığında maliyet avantajı kazanacak.",Risk ve Haber Analizi
"[EREGL] 2027'de tam kapasite devreye girmesi beklenen bu tesis, şirketin ham madde bağımlılığını azaltacak. Kendi cevherini peletleyerek kullanması kârlılığı yukarı çekecektir.",Risk ve Haber Analizi
"[EREGL] Sivas'taki altın keşfiyle ilgili rezerv raporlarının netleşmesi, şirketin sanayi kimliğine bir de maden cevheri hikayesi ekleyebilir.",Risk ve Haber Analizi
"[EREGL] 683,5 milyon para girişi var 461.9 milyon para çıkışı var Benim anlamadığım yeşil kapatmıyor kırmızı niye kapatıyor hisseye para girişi var yine kırmızı yakıyor",Genel Bilgi/Durum
[EREGL] Ereğli den bişey olmaz sattım kurtuldum Bnk lardan zararım çıktı bankalar devammmm Ytd,Alım-Satım Niyeti
[EREGL] Dayı öteki hisseler çıktı da Ereğli çıkmadı ki hep yerinde sayıyor,Genel Bilgi/Durum
[EREGL] hisse subat 2020 de 3.70 iken Bile dolar bazinda 20.34 lira ediyor. 5.5 sene geçmiş bu sürede hersey enflasyondan en az 15 kat olmus hisse 23 liralarda. böyle soygun varmi ya.,Genel Bilgi/Durum
[EREGL] 5 yılda 10 kat artmayan neredeyse hiçbir şey yok. Erd demir attı sanırım,Genel Bilgi/Durum
[BIST100] Enflasyon muhasebesi bu yıl olmayacak. Genel etkisi olur.,Risk ve Haber Analizi
[EREGL] 3 yildir milletti iyi yoldular batırdılar,Genel Bilgi/Durum
[EREGL] 2023 17 Şubat fiyat 23 TL bir buçuk ay sonra tam 3 sene olacak. 3 senedir %5 kazandırmamış ya nereye düştük kardeş,Genel Bilgi/Durum
[EREGL] bölündü,Genel Bilgi/Durum
[BIST100] Bir de merak ettim borsada nasıl para kazanılıyor hisse 3 senedir aynı fiyatta olduğu için bir şey kazanamadık,Genel Bilgi/Durum
[EREGL] Bu hisse 5 sene önce nekadardı. En düşük yeri. ?,Genel Bilgi/Durum
[EREGL] Her zaman uyuyan devler uyandığında kazançları iyi olur zamanında girib çıkmak lazım kanımca,Piyasa Trend/Tahmin
"[EREGL] 2020 lerde 5.94 du ya şuan 23 liralarda 4 kat olmamış,bu 5 senede enflasyonda her şey 10,15,20 kat bile oldu",Genel Bilgi/Durum
[EREGL] 5 sene evvel 2020 lerde enfazka 5.94 gördü birader 27 yi nerden atiyorsun... thyo dünya kazandırmış bu enflasyon dan erimiş gitmiş.,Genel Bilgi/Durum
[EREGL] Türkiyede ham çelik üretimi kasım da %10 artmış çelik sektöründe toparlanma bekleniyor haberler gayet güzel geliyor,Risk ve Haber Analizi
[EREGL] Bu altın bulmamıştı ?,Genel Bilgi/Durum
"[EREGL] Şöyle 7-8 taban hareketi yap, dipten alım fırsatı ver... İnşallah ilk kez alıp satmıştım, şimdi daha dipten almak istiyorum.",Alım-Satım Niyeti
[EREGL] zirveden bakımca zaten 5 taban yapıyor toplam düşüşü burada da yataya bağladı dolar bazlı da 10 yıllık dibine gelmiş,Genel Bilgi/Durum
[EREGL] yeni yıla kırmızı mumla girmese çatlardı.,Genel Bilgi/Durum
"[EREGL] 1 subat 2023 fe bundan daha yüksekmiş,en yuksek gördüğünde 32 küsürler ,bu hisse bitmişde okeye dönüyor",Genel Bilgi/Durum
[BIST100] cuma demek ki düşüş olacakki 12209.5 yi bugün tamamlamadı viop 30.bi haber gelse solugu bist 30 11700 de bulabiliriz.,Piyasa Trend/Tahmin
"[EREGL] seneye nasil girersen oyle gider derler, eyvah eyvah, kirmizi kapadi :))))",Piyasa Trend/Tahmin
[BIST100] kapanışı bofa bakalım 12161 a bist 30 da değdirebilecek mi bakalım:),Hedef Fiyat Sorgulama
"[BIST100] dün dedim viop 30 12209,5 ye değmeli dedim yaklaştı bak",Hedef Fiyat Sorgulama
[EREGL] buna hala para yatıran var mı,Genel Bilgi/Durum
[EREGL] Ereğli yine kanatlandı uçuyor :(::::::,Genel Bilgi/Durum
[EREGL] Ne çok seviyor herkesden önce düşmeyi ne düşme meraklısı çıktı bu hisse yaaa,Genel Bilgi/Durum
[EREGL] bence bu sene bundan bi cacik olmaz :))) YTD,Piyasa Trend/Tahmin
[BIST100] Bizim borsadan bir cacık çıkmaz da tutulduk bir kere,Genel Bilgi/Durum
[EREGL] Bu ne lanet hisse ya sanki satmamızı bekliyor zararı yarıya indirsem yüzüne bakmıyacağım,Genel Bilgi/Durum
[BIST100] seans sonu bist 30 12160 a gidebilir dikkat y.t.d.,Hedef Fiyat Sorgulama
[EREGL] Geldik yine 24 e takıldık kaldık,Genel Bilgi/Durum
[EREGL] eksi geliyor..çok sürmez,Piyasa Trend/Tahmin
"[BIST100] Sabahtan beri Bofa yı takip ediyorum, alıma geçtiği zaman yeşil yüzdesi artıyor, satışa geçtiği zaman düşüyor. Tüm borsamızda durum bu.",Risk ve Haber Analizi
"[BIST100] Ereğli gibi bir hisseyi kurumlar silklemiyorsa, borsa bitmiştir.",Genel Bilgi/Durum
[EREGL] VEE kırmızı geldii....,Genel Bilgi/Durum
[EREGL] Ben sabah demiştim kırmızı Yakar diye,Piyasa Trend/Tahmin
"[EREGL] oyak hissen yerlerde sürünüyor, gerçi geçenlerde şişe alıp tavan yaptıran oyak bu ereğlii si paapas olmuşken",Genel Bilgi/Durum
[BIST100] Citiii herşey onun başının altından çıkıyor zaten borsanın yükselmesini istemiyor anladığım kadsrı ile benim,Risk ve Haber Analizi
[EREGL] Dayı bu şirketin patronu kim herkes hisse ucuz diyor Bir de altın madeninden bahsediyorlar,Genel Bilgi/Durum
[EREGL] şirketin patronu oyak,Genel Bilgi/Durum
[BIST100] sonercim aşagıda bist 30 12160 var salarsa oraya gider gibi dikkat,Hedef Fiyat Sorgulama
[BIST100] bist 30 5 dk lık yeşilmum 12320 üstü olursa bir tane yola devam yoksa salar gibi y.t.d.,Piyasa Trend/Tahmin
"[EREGL] olayi benmi anlamiyorum arkadaslar, benim aldigim lotlardan dolayi koydugum para ereglinin cebine girmiyor demi ?",Genel Bilgi/Durum
[EREGL] Bizim cebimize hiçbir şey girmiyor,Genel Bilgi/Durum
[BIST100] balon hisseleri yükseltirken de aynı taktik var. a b ye atıyor b a ya satıyor... sonra tepeden ky ye çakıyorlar,Risk ve Haber Analizi
[BIST100] Bizim borsamız adama eşeğini kaybettirir sonra bulduğunda sevindirir. 1 yıldır hisse alıp satıyorum ciddi bir zarar oluşuyor maliyetim geldiğinde sevinip satıyorum.,Genel Bilgi/Durum
[BIST100] Sen bir senedir topladığın parayı nerelerde kullandım ben çok merak ediyorum ya mala Bağlasan üçe beşe katlıyor hiçbir iş yapmasa faize bağlasa gene kar vermesi lazım,Genel Bilgi/Durum
[EREGL] 42 cente kadar verecekleri tahtada 56 centten alıcı arıyorlar..,Piyasa Trend/Tahmin
[EREGL] 72 cent ile başladığı yılı 56 cent ile kapatıyor..nominalde en az değer kazanan dolar bile eregl karşısında % 22 prim yaptı..,Piyasa Trend/Tahmin
[EREGL] Boşuna bakıyoruz bugün yapacağı bu kadar ufak ufak veriyor Bir gün de gelirsin geri hepsini alıyor,Genel Bilgi/Durum
[BIST100] bugün aga kafayı takmış endeksi iyi bitirecek gibi azcık da bize yansır olmaz mı?,Piyasa Trend/Tahmin
[EREGL] Yalan oldu birazdan kırmızı yakar,Piyasa Trend/Tahmin
[BIST100] bist 30 12318 demiştim iki gün önce gerçekleşti.viop 30 şubat vade 12980 i var belki zorlayabilir,Hedef Fiyat Sorgulama
[BIST100] adamlar bugün bist 30 12400 e çekecek belki biz yine kazanmayacaz .adam diyoki bak borsa yükseliyo sende kabiliyet yok imajı vermeye çalışıyor,Piyasa Trend/Tahmin
"[EREGL] Bir kaç fon yöneticisi ve aracı kurum adamını dinledim, Ereğli çok ağır Kardemird den yana kulllanıyoruz diyorlardı",Risk ve Haber Analizi
[EREGL] En çok merak ettiğim konu bu kadar yatırımcıdan aldığı parayı ne yapıyor,Genel Bilgi/Durum
[EREGL] Önümüzdeki 2 yıl her ay kısmı alim yaparım 24-50 bandından toplu asla almam,Alım-Satım Niyeti
[EREGL] kısım kısım satıyorum.Bu kadar sabır yeter.,Alım-Satım Niyeti
[EREGL] Ereğlide 5 yıldır bekleyenler var kardeş hep aynı fiyat beş yıl önceki fiyatında hala,Genel Bilgi/Durum
[EREGL] ben de 5 yıldır bekliyordum ama yeter,Genel Bilgi/Durum
[EREGL] Ne güzel ne çıkıyor Ne iniyor en güvenli liman paranı yatır 3 sene sonra gene aynı para,Genel Bilgi/Durum
"[EREGL] 24,38 e değermiyiz bugün usta?:)",Hedef Fiyat Sorgulama
[EREGL] 1 aydır altın bulmuyor hadi altın bul ve düs biraz daha,Piyasa Trend/Tahmin
[EREGL] Ereğli long short orani ve hangi kurumlar bakabilirmisiniz aydinlatan olursa cok mutlu oluruz...,Genel Bilgi/Durum
[EREGL] Vay arkadaş uzun zaman sonra ilk kez bist 30 dan pozitif ayrıştı. Yarın kar satışları gelir :),Piyasa Trend/Tahmin
[EREGL] Hisse bundan sonra long avımı şort avımı yakalayacak ama şu bir kesin long patladı zaten aylardır tepki yoktu bundan sonra yönü viop cular çizecek,Piyasa Trend/Tahmin
[EREGL] muhtemelen bugün sabah viop ta şortları kapattılar ki sabah ilk açılış 23:3 göstermişlerdir bence bundan sonra aman aman düşüş zor gibi artmaz ama düşmez de,Piyasa Trend/Tahmin
[BIST100] viop 30 12209.5 e gelmeli y.t.d.,Hedef Fiyat Sorgulama
"[EREGL] 24 bile olamıyor olaya bak endeks artı 0,30 ken eregli 23,96 idi endeks artı 1 oldu eregli 23,94 mecali yok tahtacının kıcağa gelmiş",Genel Bilgi/Durum
[EREGL] düşûş vakti geldi..düğmeye bastılar..az sonra hallederler,Piyasa Trend/Tahmin
[EREGL] Bu hurda da bir iki kurum var hisseyi istediği gibi baskılıyorlar dur hoppo ne yapıyorsun diyen yok çünkü sahipsiz hisse kardeş,Genel Bilgi/Durum
[EREGL] Ereğli o kadar korkutur hale gelmiş ki ekrana bakmaya korkuyorum artık. Tabi korksamda bakıyorum kapanış hep aynı. Bakalım bugün bizi şaşırtacak mı.,Genel Bilgi/Durum
[EREGL] endeksin altında kalır..malll,Piyasa Trend/Tahmin
[BIST100] Viopta sıfırladım babacım!!!,Genel Bilgi/Durum
"[EREGL] 5 yil once sanayideki dukkan yerine eregli aldim, o dukkan 300 bin tl idi, bugun 10 milyon istiyorlar. eregli yatacak yerin yok !! :)))",Genel Bilgi/Durum
[EREGL] 5 yil boyunca kirasi ile eregli alsam yine ayni sayida eregli lotum olurdu :)))),Genel Bilgi/Durum
[EREGL] en yakın ilkhedefi 24.38 y.t.d.;),Hedef Fiyat Sorgulama
"[EREGL] 2 ay sabrettim, 23.50 hergun alis verdim, bugun vazgectim 23.50 altini gormus, demekki alim/satim emrini onceden vermeyeceksin :)))",Alım-Satım Niyeti
"[EREGL] bugün hisseye acayip para girşi var , ky 10 milyon satmış",Genel Bilgi/Durum
[EREGL] 5 yildir du bakalim bekle bakem bakiyorz bisi olmuyo ?!,Genel Bilgi/Durum
"[EREGL] he 5 yil oldu, her yil du bakem, oldu olacak, bisi olmuyo iste, onu diyom ? anlamiyor sen ? :))",Genel Bilgi/Durum
[BIST100] noel baba rallisi başladı:),Piyasa Trend/Tahmin
"[EREGL] bugun umutluydum 22.70 olacak diye, yine olmayacak. neyse 2026 bitmeden olur heralde ?! :)))",Hedef Fiyat Sorgulama
[EREGL] 24 e 10 milyon satış var.. çin seddi gibi ..,Genel Bilgi/Durum
"[EREGL] varantcılar basıyor veya fonlar, baraj ördüler yürümesin diye",Risk ve Haber Analizi
"[EREGL] Ereğli yi 1 yıldır takip ediyorum, düzenli para girişi olan bir hisse, ama ne yazik ki hisse performansı Bist 30 içinde en kötülerinden. Son dönemde City nin takas arttırımını görünce geçen hafta hisseye girdim ama girer girmez % 3 zarar.",Genel Bilgi/Durum
"[EREGL] bir kurum 24 e 10 milyon hisse koydu , ayıp yaaa",Genel Bilgi/Durum
[EREGL] Şohrt pozisyonu en yüksek kurum yapı kredi koymuştur kim koyacak başka,Genel Bilgi/Durum
[EREGL] birazdan görürüz 24 görünsün,Piyasa Trend/Tahmin
[EREGL] geri alım yapılmış olabilir akşam kap atarsa belli olur,Risk ve Haber Analizi
[EREGL] bu ökküzz tavan yapcek diyorlar :)),Piyasa Trend/Tahmin
[EREGL] Hisseye para girişi var yerinden kıpırdamıyor,Genel Bilgi/Durum
[EREGL] Aman sakın +1'i geçme Bu nasıl iştir ya Artı 1 oldu diye seviniyoruz burva her gün %8 %10 yapıyor biz artı 1 oldu diye seviniyoruz kaç dakikalık Sevinç onu da bilmiyoruz,Genel Bilgi/Durum
[EREGL] 24 gorulmus,Genel Bilgi/Durum
[EREGL] Artı 1 oldu açıkcılar açıklarını mı kapatıyor bir saniyede 20 kademe attı,Genel Bilgi/Durum
[EREGL] YATIRIM FINANS 14 milyon aldı 5 dk da,Genel Bilgi/Durum
[EREGL] Yatırım finans tahtaya geldi ise daha düşmez toparlar,Piyasa Trend/Tahmin
[EREGL] Agam eğleniyor lütuf yaptı yeşil yaptı Ne yapalım şükretmemizi mi istiyor acaba,Genel Bilgi/Durum
[EREGL] hayret yeşil yaktı,Genel Bilgi/Durum
[EREGL] hisse de aylardı tepki yok . gerçekten çok ilginç,Genel Bilgi/Durum
[EREGL] Pegasus da iyi düştü 192 yıl sonu indirimi,Genel Bilgi/Durum
[BIST100] onuda iyi germişler.230 u var y.t.d.endeks bir manyak olmuş.anormal.ya savaşa girecez para pula lazım olmayacak ya başka birşey hiç normal değil y.t.d.:),Piyasa Trend/Tahmin
[EREGL] merrillyche broker eregl aynı fiyattayken Pegasus 79 TL idi aldık 1000 küsür TL ye ciktı oradan bolundü 100 lü rakamlara engin diyor ki iyi duştu 192 oldu deyiii:))),Genel Bilgi/Durum
[EREGL] serdar ın sürekli kıyasladıgı kardemirinde içinden geçmişler.:)29 dan 25 e ytd,Genel Bilgi/Durum
[EREGL] Onu kıvama getirdiler 29.22 den çaktılar ben onu düşürmek için sırf şohrt kıvamına getirmek çıkardıklarını tahmin etmiştim citiiii ereğliye de aynı tarifeyi uyguladılar 32.70 oradan 23.50,Risk ve Haber Analizi
[EREGL] o 22.70 buraya gelecek !! gelmezde de keyfi bilir !? :)))),Hedef Fiyat Sorgulama
