text,label
Ons'da 2011-2020 yılları arası oluşan fincanın kulbu 3 yıldır biriken enerji ile birlikte oluşmak üzere; düşen enflasyon verisi ile beraber sıkılaşmada yavaşlayacak olan FED ile beraber buradan kısa zaman içerisinde %45 artış ile 2800$ seviyelerini görmesini beklerim. dolar/TL'nin de kontrollü baskı altında tutulacağı bu dönemde altın toplamak mantıklı gözüküyor. yatırım tavsiyesi değildir.,Risk ve Haber Analizi
Bu dönemde altın almak mı mantıklı dolar mı?,Genel Bilgi/Durum
çeyrek düşer mi kısa vadede 1600den aşağı?,Hedef Fiyat Sorgulama
MERHABA ALTIN SPOT NERDEN ALINIR ACABA ? BEN GRAM ALTIN BİLİYORUM SADECE BUNU BİLMİYORUM,Genel Bilgi/Durum
merhaba arkadaşlar xau satış saati varmı yeni aldım bilmiyorum,Alım-Satım Niyeti
1 ay süreli altın alınır mı ?,Genel Bilgi/Durum
"1 ay süreyle yatırım mı olur, alış satış farkına değmez",Genel Bilgi/Durum
arkadaşlar sizden bir bilgi yardımı isteyecağim uzun vadede hangi yatırım aracına yatırım yapmalıyım Dolar/euro/altın lütfen yorumlarınızı bekliyorum. Teşekkürler şimdiden :),Genel Bilgi/Durum
Piyasada gram altın 1.000 TL'de iken sorduğumda 1.010 TL'den alıyorum1.016 TL satıyorum diyor böyle bir şey var mı kur farkını anlıyorum fakat kur farkını uygulamadan önce altını piyasanın 10 TL üstünden hesaplıyor?,Genel Bilgi/Durum
Maalesef paketli veya çekme 24 ayar gram altını kuyumcu dan alırsan ekrandaki fiyattan farklı olur. Kuyumcunun kaarı vardır içinde.,Genel Bilgi/Durum
Yakın zamanda kuyumcular altın alanınız veya satanınız oldu mu piyasanın ne kadar üstünden veriyor veya ne kadar altından alıyor,Genel Bilgi/Durum
cuma günü 980 TL den aldım gram,Alım-Satım Niyeti
sana gümüş vermişlerdir 980e altın nerede var hamşo,Genel Bilgi/Durum
"Altın teknolojide kullanılan çok iyi bir iletken, daha iyi bir maden bulunmaz ise yükselişi durdurulamaz.Geri dönüşümü zor.",Piyasa Trend/Tahmin
"Merhaba arkadaşlar Annemin altın hesabımda 28,87 XAU yazıyor bu kaç tl yapıyor internette baktık ama anlamdık bilen varsa yardımcı olabilirmi.",Genel Bilgi/Durum
Neyini anlamadin be kardesim banka gram altini kaca bozuyorsa elindekini carp onu cikan sonuc senin paran,Genel Bilgi/Durum
Son 50 yıllık grafige göre altın gramı 2027 yılında 7 bin TL olacak.,Hedef Fiyat Sorgulama
3. Dünya savaşı çıkacak ve ons altın 10 bin usd olacak diyor kitaplar,Risk ve Haber Analizi
"2022 8. Ve 9. Ayda altın TL bazında kaç lirayı görecektir, tahmin ve görüşlerinizi alabilirmiyim.",Hedef Fiyat Sorgulama
"altın sürekli yükseliyor ve akabinde hemen baskılanıyor, acaba nedeni ne ?",Genel Bilgi/Durum
Altın boğa piyasasına hazırlanıyor ! Bloomberg Intelligence Analisti Mike McGlone ise hisse piyasalarının sendelemeye başlamasından sonra altın fiyatlarının yükselişe geçeceğini belirterek “Altın konsolide olarak boğa piyasasına hazırlanıyor” dedi... borsagündem,Piyasa Trend/Tahmin
"Altın 2022'de 2100 dolar /ons seviyesini test edebilir ! Fon yönetim şirketi Fat Prophets, 2022 yılı için altın fiyat tahminini bu gün açıkladı... Altın 2022'de 2100 dolar /ons seviyesini test edebilir ! Uluslararası altın fiyatının bu yıl 2100 dolar/ons seviyesini test edebileceğini söyledi. ABD dolarında zayıflık ve enflasyonun Altın fiyatları nı yükseltmesi olası bazı faktörler olduklarını belirterek, 2022 yılı içinde altın fiyatının tüm zamanların en yüksek seviyesini test ettiğini göreceğimizi düşünüyoruz, ancak o noktaya vardığımızda daha öteye gidebileceğimizi göremiyoruz dedi. ABD dolarında düşüş için her şeyin var olduğunu, ancak bunun henüz gerçekleşmediğini...Eğer dolar zayıflar ise bu altın için bir lütuf olur. Enflasyonda yüksek ivmenin ve düşük ABD dolarının altın fiyatını 2022'de daha yüksek fiyatlara yönlendireceğine inanıyoruz diye konuştu. - Foreks Haber Merkezi- (Alıntıdır)",Risk ve Haber Analizi
Arkadaşlar 24 gr altın almıştım 982tl den sizce ne yapmalıyım,Genel Bilgi/Durum
"düşünki kuyumcusun müşteri altın satmış daha 928den, ne yapardin ? beklerdin muhtemelen, umarım yükselir tekrardan, amatör bir yatırımciyim tavsiye değildir, düşün taşın kendi kararını kendin ver",Genel Bilgi/Durum
"ben 94 TL'den altın fonu almıştım, iki gündür alım yaparak maliyeti 70li servislere düşürdüm, %10- 15 civarı düşerse tekrardan alıp ilave ederim, ya herro ya merro",Alım-Satım Niyeti
Eldeki bütün rezervi bozdular ocaksonuna kadar uçucak altın dolar daha boka sarıcak,Genel Bilgi/Durum
Kimse altın rezervinden bahsetmiyor yatıyorlar kalkıyorlar dalırs bu adam yüklü miktarda altın bozdurursa ikisinede aynı şekilde koyacaktır. piyasa bunun farkında değil,Genel Bilgi/Durum
"OTOMOBİL STOKÇULARININ ELİNDE PATLAYACAK ______________________________Türkiye’de elektrikli ve hibrit otomobil satışı ADETA PATLADI Hibrit otomobil satışları %121,8 büyümeyle 45 bin 190 adete ulaştı. Elektirkli otomobiller ise 2 bin 415 adetle %325,2 oranında artış gösterdi.2022 ortasına kadar acil 250 BİN CİVARINDA ŞARJ İSTASYONU KURULACAK--YENİÇAĞ . ________________________________________________2030'a varmadan Avrupa'da (Benzin, Mazot vb) motorlu içten yanmalı araçlar hiç kalmayacak&quot;dedi. OİB Başkanı Baran Çelik------------------------------------------https://www.bursadabugun.com/haber/oib-baskani-baran-celik-otomotiv-endustrisinde-buyuk-bir-donusum-var-1463502.html?",Risk ve Haber Analizi
İLK HEDEF 825 TL --------------------SONRA DÖRT HANELİ RAKAMLAR GRAM ALTINDA -------------https://tr.tradingview.com/chart/XAUTRYG/30KTWMSv/,Hedef Fiyat Sorgulama
Amerikayı hiber enfelasyon beklerken senin elindeki dolar bir anda çöpe altın değersiz madene dönecek. Altındada biz ezileceğiz bu kadarda kısa vade düşünmeyin.,Genel Bilgi/Durum
"Fed Başkanı Jerome Powell, kalıcı yüksek enflasyon riskinin arttığını belirterek, &quot;Enflasyonun kalıcı hale gelmemesi için araçlarımızı kullanacağız&quot; dedi. ______________________________________________https://www.dunya.com/kuresel-ekonomi/powell-enflasyonun-kalici-hale-gelmemesi-icin-araclarimizi-kullanacagiz-haberi-641518",Risk ve Haber Analizi
Nebati: Bu sefer düşük faiz politikamızı uygulamakta kararlıyız________________________________________________https://www.dunya.com/finans/haberler/bakan-yardimcisi-nebati-bu-sefer-dusuk-faiz-politikamizi-uygulamakta-kararliyiz-haberi-640968,Risk ve Haber Analizi
https://tr.tradingview.com/chart/XAUTRYG/30KTWMSv/ ---- İLK HEDEF 825 TL SONRA DÖRT HANELİ RAKAMLAR GRAM ALTINDA YTD .,Hedef Fiyat Sorgulama
ERDOĞAN; FAİZ DÜŞECEK TAVİZ YOK.!!!............................ Erdoğan faiz konusunda net: Asla taviz veremem ve vermeyeceğim. .........................https://www.timeturk.com/ekonomi/erdogan-hicbir-zaman-faizin-yukseltilmesini-savunmadim-asla-bu-konudan-taviz-vermem/haber-1711913,Risk ve Haber Analizi
https://grafik.altin.in/grafik/uyeler/6648/6648_GR2021ht614f.png_____________________________Gram altında Ons a bağlı 680-700 arası bir çekilme yaşanabilir ONS ta 1750 $ lara bir çekilme yaşanır ise Dolarında 11.80-12.30 deteklerine çekilme yaşanabilir 12:90 aşamayan dolar 1796 yı aşamayan ons geri çekilip güç toplamak isteyebilir.,Hedef Fiyat Sorgulama
Gram altında Ons a bağlı 680-700 arası bir çekilme yaşanabilir ONS ta 1750 $ lara bir çekilme yaşanır ise Dolarında 11.80-12.30 deteklerine çekilme yaşanabilir 12:70 aşamayan dolar 1796 yı aşamayan ons geri çekilip güç toplamak isteyebilir.,Hedef Fiyat Sorgulama
"Nebati, faiz ''Düşük faiz politikamızı uygulamaya kararlıyız'' dedi._____________________________ Hazine ve Maliye Bakanı Lütfi Elvan'ın yerine geçeceği konuşulan Bakan Yardımcısı Nureddin Nebati, faiz konusunda dikkat çeken açıklamalarda bulundu. Nebati, ''Düşük faiz politikamızı uygulamaya kararlıyız'' dedi. _______________https://www.haber3.com/ekonomi/bakan-elvanin-yerine-gececegi-konusulan-isimden-dikkat-ceken-faiz-paylasimlari-haberi-6046692",Risk ve Haber Analizi
"ALTIN İÇİN COMMERZBANK, CREDİT SUİSSE VE BANK OF AMERİCA'DAN REKOR BEKLENTİ________Geçen hafta test edilen 1.877 dolara doğru canlanma yaşanacağını belirtiyor. Bu kalenin yeniden ele geçirilmesi halinde sırasıyla 1.917 ve Kasım 2020’de test edilen 1.965 doların mümkün olduğunu düşünen Alman bankanın analistleri, bir sonraki direnç olarak ise 1.989 doların oluşacağını söylüyor.____________________ CREDİT SUİSSE _______ 1.877 doları erişilmesi mümkün bir seviye olarak görüyor. Ciddi bir yükseliş hamlesinin 1.917 doların üzerinde gerçekleşeceğini düşünüyor.___________________ BANK OF AMERİCA________Altın için hedefini yükseltti. Banka fiyat beklentisini yüzde 5.2 artırarak 1.925 dolara çıkardı. Bank of America 2023 beklentisini de yüzde 10.4 yükselterek 2.049 dolar olarak revize etti",Hedef Fiyat Sorgulama
- Credit Suisse: TCMB yüklü faiz artışı yapana dek dolar/TL 14 olur (Alıntıdır),Genel Bilgi/Durum
"- Credit Suisse: TCMB yüklü faiz artışı yapana dek dolar/TL 14 olur (Alıntıdır) Dolar/TL 'de yaşanan sert yükselişin ardından yabancı kurumların TL analizleri gelmeye devam ediyor. Banka, TCMB yüklü bir faiz artışı gelene kadar dolar/TL'nin 14 seviyesine yükseleceğini öngördü. Banka ekonomistleri TCMB'den yüklü bir artış gelmesi durumunda dolar/TL'nin 11 bölgesine gerileyeceğini öngördü. Banka ekonomistleri dolar/TL'nin istikrar kazanması için faizin son manşet enflasyonla aynı seviyeye gelmesi, başka deyişle 500 baz puan artması gerektiğine işaret etti. Kuruluş , kurdaki istikrar için TCMB'nin 10 puanlık agresif bir faiz artışına ihtiyaç duyabileceğini de öngördü.",Risk ve Haber Analizi
ALTIN ONS DESTEĞİ İLE 850 TL Yİ GÖREBLİR,Genel Bilgi/Durum
Altın/Dolar/TL'de Oynaklık Arttı Ama Ufukta Düşüş Emaresi Yok !!!! __________________________________ https://tr.investing.com/analysis/altindolartlde-oynaklk-artt-ama-ufukta-dusus-emaresi-yok-200482521,Hedef Fiyat Sorgulama
ALTIN ONS DESTEĞİ ALABİLİRSE GRAM 850 LERE YOLCULUĞU BAŞLATIR,Genel Bilgi/Durum
Yarınki faiz kararı sonucu yükseliş trendi devam eder gibi ama hafta sonu piyasaşar kaplı iken sürpriz bi hsrelet olabilir? Berat Albayrağın görevden alınmasındaki gibi,Risk ve Haber Analizi
"GRAM ALTIN geçen hafta analizimizde belirttiğimiz 498,10-502,70 TL Bölgesi alıcıların devrede olduğu ana destek durumundadır. Bu bölge altında günlük kapanış göstermedikçe düşüşten söz edilemez. 536-545 TL ara destek bölgesi olup, düşüş teyidini bu bölgedeki kırılımlar belirleyecektir. 0,618 fibonacci seviyesi olan 553 TL Bölgesi üzerinde yükseliş hareketine devam ederse 0,786 Fibonacci seviyesi olan 565 TL Bölgesine ulaşacaktır. Bu bölge üzerinde günlük kapanışlar gerçekleştirirse 1 Fibonacci seviyesi olan 581 TL hedef olacaktır. Uzun vadeli zirve hedefi 600 TL bandıdır. Dolar/TL de hızlı yükselişler, Gram Altın fiyatlarını tarihi zirvelere taşımaktadır.Onur yilmazeng26 i n s t g r m adresimden takip ve sorularınızı sorabilirsiniz. TAKİP EDEN KAZANIR.",Hedef Fiyat Sorgulama
pazartesi nasıl başlar sizce altın,Piyasa Trend/Tahmin
"altın almıyo insanlar artık. yatırım şekilleri değişti. kripto paralar, borsa, gibi. zaten 200 liradan 500 e ışınlandı nereye gidecektiki 1gr metal sonuçta. beklenmedik hareket değildi bunlar. 500 lerden alanlara geçmiş olsun.",Genel Bilgi/Durum
bunların gözü kör olmuş kripto diyorlar hemde altın gibi bir madenle kiyasliyor.yarin birgun çoktumu gorursun kimseyi yanliş yonlendirme ytd.,Genel Bilgi/Durum
Dolarda zarardan kurtulmanın tek yolu gidip parayı bankadan çekmenizdir. Herkes sini bile çekse 50 milyar usd eder. Bu para ülkede yok. Usd bir anda uçuşa gecer. Dolayısı ile altın da artar. Nasıl amerikada küçük yatırımcı birleşip para babalarını yıktı. Siz de bunu yapabilirsiniz. Tersten çıkmanın tek yolu bu. Edilgen değil etken olmak. Küçük yatırımcının bu gücü var ama farkında değil. Bi kere deneyin ya. Ne kaybedersiniz. Sonra isterseniz yine bankaya koyun. Bakın neler neler oluyor . Para babaları nasıl panikleyip dolar alışına geçecek.,Genel Bilgi/Durum
"Bu ulkede Altın Dolarla alınıyor guzel kardesim, kolay mı o senin dediğin 😂😂",Genel Bilgi/Durum
burda çeyrek yarım tam altın fiyatları görebiliyormuyuz,Genel Bilgi/Durum
burda çeyrek yarım tam altın fiyatları gore biliozmu,Genel Bilgi/Durum
5.00 xau ne anlama geliyo arkadaşlar,Genel Bilgi/Durum
1 ons 31.1 gr a denk geliyor. gramdan takip etmiyorsaniz. ons u 31.1 e bolup usd kurunu tl ye cevirip 1 gr altinin fiyatini gorursunuz.,Genel Bilgi/Durum
"Trump hastaneden çıkışıyla döviz kurları destek kazandı. Altın, gümüş gibi emtialar da ufak geri çekilme görülebilir. Altın ONS 1865 destek, ilk hedef 1925. onuryilmazeng26 i n s t g r m adresimden takip ve sorularınızı sorabilirsiniz.",Hedef Fiyat Sorgulama
"ABD başkanı ve eşi Corona yakalandı, destek paketinin Cuma günü kararlaştırılması beklentisiyle Altın ONS 1842 destek, ilk hedef 1934. onuryilmazeng26 i n s t g r m adresimden takip ve sorularınızı sorabilirsiniz.",Hedef Fiyat Sorgulama
altın hesabı en iyi olan banka hangisi sizce,Genel Bilgi/Durum
Offffffffffff ne salmıs beee yarın altın 420 ye duser,Genel Bilgi/Durum
altın aylıklarda saldı.Terstekiler geçmiş olsun.Bundan sonra en duymak istemediğini sözcük altın olmasın,Genel Bilgi/Durum
1gram kaç xau yapıyor yeniyim tskler,Genel Bilgi/Durum
"XAU/TRY 1 ONS Altının TL fiyatıdır. 1 ONS altın da 31,10 Gr olarak hesaplanır.",Genel Bilgi/Durum
"Gerçekte 1 ONS 31,07 Gr dır. Ancak finansal hesaplarda 31,10 Gr kabul edilir.",Genel Bilgi/Durum
xau cikinca gram altinda mi deger kazaniyor ? es zamanli?,Genel Bilgi/Durum
gram altın hem xau dan hemde dolardan etkilenir,Genel Bilgi/Durum
xau yani ons altin demek oncikmazsa olmaz. 1 ons 31.10 gr altin demek. ons×dolar÷31.10=gram altin,Genel Bilgi/Durum
Gr altın daha çok dolar kuru ile gidiyor ama ons fazla yükselirse baskısından otomatik olarak çıkıyor son dönemlerdeki grın çıkmasının nedeni ons temelli ama dün ve bugün görüşen dolar kurununda etkisiyle çıkıyor,Genel Bilgi/Durum
"burası neyin nesi , gram altının ons karşılığı değil mi, gram artarken burası nasıl -%1 olabiliyor,lütfen bir arkadaş açıklayabilir mi",Genel Bilgi/Durum
bu ons * USD/try yani an itibariyle ons USD ile dolar çarpımı bunu verir,Genel Bilgi/Durum
altın trade edeceğim güvenlir bir platform soylermisiniz ?,Genel Bilgi/Durum
