text,label
"geçen sene 6 lira civarı temettü vermiştin. bu sene de senden kallavi temettü bekliyoruz. bir kez de yatırım yapanı sevindir, satanı değil",Risk ve Haber Analizi
Şlk defa olan birşey değil 3 yıldır bombalı yor ters köşe yapıp yıl sonu endeks 12.000 de kapatırsa şaşırmam ytd,Piyasa Trend/Tahmin
herkes bir şey yazdım yok kanla tutundu yok falan filan cumu günü hürmetine bofa acıdı bu kadar yeter dedi inanın bofa istesin 3 günde 130 düşer bu rası ben yıllarıdır koc alır satarım ama bu sene bakşa kendisi sahip çıkmıyor bırakmış bofa ile birlikte alsat yapıyor,Genel Bilgi/Durum
Bofa satsa ne olur. Dönüp dolaşıp gelip. Seve seve alacak. Başka çaresi varmı?,Genel Bilgi/Durum
bofa teranın tahtalarında hiç bir halt edemiyor helal sana tera,Genel Bilgi/Durum
borsa faiz indirimini fiyatlıyor alın size noel rallisi)),Piyasa Trend/Tahmin
BofA tek başına %41 satış payıyla başrolde. Karşısında ise INFO ve Deniz savunmada.,Genel Bilgi/Durum
bofa nerde varsa orda soygun var,Genel Bilgi/Durum
bofanın olmadığı yer söyle kardeşim,Genel Bilgi/Durum
2 gün önce 170' in üzerine çıkınca yeni kurbanlarını buldu. Bu koçlar hakikaten çok akıllı,Hedef Fiyat Sorgulama
11500 olunca yükseliş yok Endex düşünce hızlı en önde düşüyor lanet koç,Hedef Fiyat Sorgulama
yapı kredi bile satıcı tarafta ulan aşağılık lar bari kendi holdinginize destek atın.,Hedef Fiyat Sorgulama
koç kendi satıyor kendi alıyor.aleni değil tabiiki.byurt dışı aracı kurumlar üzerinden.yıllardır aynı tezgah.2 senedir zirveye çıktı sadece aç gözlülükten.,Genel Bilgi/Durum
"Mayıs 2024 de 8 dolar olan hisseye 3.5-4 dolara ortak olup, ağlamak için nasıl bir kafa yapısına sahip olunmalı bilmiyorum. Bu şirket borsanin tümüne bedel",Hedef Fiyat Sorgulama
Bofa yoksa Bıst te yok bunu da gördük,Genel Bilgi/Durum
BOFA abisi olmadan anca bu kadar,Genel Bilgi/Durum
275 hedef fiyat önerilen hisseye bakın nasıl ralli yapıyor bayır aşağı))),Hedef Fiyat Sorgulama
"bofanin yaptığını yerli yapıyor şimdi. yabancı yabancı demenin birnmantigi yok ,SPK herkese tezgah acmasina müsade ediyor olay. bu",Genel Bilgi/Durum
Dün verdiğini Bugün alır işte öyle bir hisse !!!,Genel Bilgi/Durum
endeksin gidipte endeks hisselerinin gitmemesinin düşmesinin 2 nedeni var ya 2026 da savas cıkacak yada dolar yukselmiyeceği için yabancının talep edeceği hisseleri bilinçli düsürecekler,Hedef Fiyat Sorgulama
endeksi yükselten yan tahtalar mi?,Genel Bilgi/Durum
Minikkiz Broker yan tahtaların tavan yapmasi bazen aselsanin bimin devreye girmesi endeks muhendisliği yapiyorlar bunun bir sonucu olacak elbet borsanin dinamiğini bozdular endeks 15000 olsun bircok sirket zirvelerini goremiyecek,Hedef Fiyat Sorgulama
bundan sonra endeks 13000 yapsa bu 200 yapar)),Hedef Fiyat Sorgulama
"BİST 30 endeksine bakın, sadece koç ve sabancı düşüyor şuan. Başka bişey dememe gerek yoktur. Dün gel geli yaptı, şimdi bamm bamm",Genel Bilgi/Durum
Ali Koç'un olduğu yerden hayır gelmez adamlar çalarak zengin olmuşlar spk denen bir kurum varmı ne iş yapar endeks ciksada düşüyor insede düşüyor borsa Kumar olmuş hemen seçim olmazsa ülke batacak,Genel Bilgi/Durum
Türkiye'nin en iyi holding'i denilen koç holding dolar karşılığı 4.04 dolar Amerika'da bundan daha ucuz ve daha iyi artış yapabilecek şirketler varken Türk borsasında yatırımlarda gelir az birde zaten banka ve aracı kurumların her ay veya 6 ile 12 aylık bakım adı altında para alması ve alım satımlarda para ödememiz ve hisse senetlerinin artmayıp üstüne kaybettirmesi ülkenin borsasına güvenini bitirdi artık yatırım yapılmayacak bir alan burası,Alım-Satım Niyeti
Endex kaç olursa olsun yemin etmiş koç 160 ve 170 arası oyalanacağım yazık çok yazık,Hedef Fiyat Sorgulama
endeks yükseldiği halde ky güvenle aldığı önemli şirketlerin yükselmemesi her fırsatta mal kitlemesi tesadüf değil nasıl kucuk yatırımcının olmadığı dünyanın zararını getirmiş hisselerin tavan tavan gitmesinde olduğu gibi hiç birsey tesadüf değil altın gümüş bosuna bir olayı fiyatlamıyor 2026 yılı borsanın yılı olacak diyen hüstadlar 2026 savasın yılı olacak,Hedef Fiyat Sorgulama
Endeks yüksekken yükselmicekse ne zaman aga bilen var mı?,Genel Bilgi/Durum
YTD. Dün 172lerden verdiğimi tekrar aldım. Enflasyon muhasebesinin kalkması en çok holdinglere yarayacakken öyle ya da böyle bunu da sürmek zorundalar. Tek korkum bofa yüklü girdi tekrar satmaya kalkarsa gözümüzü yine 168 lerde açarız.. YTD,Risk ve Haber Analizi
Bugün bofa işlem yapmıyor benim bildiğim.,Genel Bilgi/Durum
Koç yarın tavan kokoyinci tutuklanmış,Genel Bilgi/Durum
Başarının Sırrı dün kalktı enflasyon muhasebesi,Risk ve Haber Analizi
Sadettin saran olayı Ali Koç için başkanlık yolunu açmak koç hisseleri yürür.,Genel Bilgi/Durum
ali koç açıklama yaptı kendi başkanlığım söz konuwu değil diye,Genel Bilgi/Durum
Enflasyon muhasebesinin 3yil erteleme kararının mecliste kabul edilmesi holdinglere pozitif yaradı devamı gelir herhalde,Risk ve Haber Analizi
"hayri doğan Tabiki bu koç için kâr'nın yğksek göstermesi demek, tabi buda çok güçlü olumlu etki yaratır, zaten koçun diğer hisseleri şirketleri yüksek enflasyondsn çok ama çok fazla etkileniyor. Fakat bunlar kchol için olumlu etki etmesi beklenirken, yürkiye şartlarında ne kadar etki eder tartışmalı, özellikle son günlerde buran bas bas bağırıyorum, hisse sahipleri ilgili kurumlara baskı yapsın, şikayette bulunsun. Çünkü denetimsizlik, hisse sahiplerinin sürekli iyi düşüncesi ve eylememe geçmemesi çok başka dümenleri ortaya çıkarıyor.",Genel Bilgi/Durum
Yapı Kredi Bankasını yada başka büyük bir şirketini yabancilara satıyorum deyinde hisse uçuşa geçsin.bizde zararımızi çıkaralım. Satın bir sürü büyük şirketiniz var.satin bazılarını kasaya para girsin hissede yükselsin.,Alım-Satım Niyeti
ah o yapı kredi 2024 martta 37.90 dan aldım 2025 temmuzda 35 ten sattım döviz bozmuştum alırken şimdi satılırsa uyuyamam,Hedef Fiyat Sorgulama
"Sonay Karaağaç Emin ol buradaki çoğu insanda senin gibi düşünüyor ve düşünerek geldi. Yatırım tavsiyesi değildir, fakat altın, gümüş yada faizi değerlendir, param çok değer kazanmasın ama enflasyonada yenilmesin diyorsan dövizi değerlendir ama ben bir yıl beklerim diyorsan tavsiye ederim, aksi halde kumar olur.",Hedef Fiyat Sorgulama
ne oluyor gercekten surekli yuksek lot alımlar yapıyorlar,Alım-Satım Niyeti
Aracı kurumlar hedef fiyat açıklarsa bundan sonra o hisseden uzak duracam resmen niyetleri bizi çarpmak almadıkları bi donumuz kaldı,Hedef Fiyat Sorgulama
"Borsadan anlıyorum diyen komik adamlar şimdi buna diskike atar, eleştirir, ama bi gerçek var, bakınn bazıları halen kabullenmiş deyil. Bugün, şuan bist30,50,100 endekisi %1'e yakın değer kazandı, bist30 daki 30 en iyi kağıtın 7 ' si kırmızı diğerleri 23 ü yeşil yakıyor. Genel endeks yukarı çıkıyor, bu kağıt yani KCHOL ya paralel yada aşşağı ilerliyor, aracı kurumlar halen 200, 300 tllerde fiyat veriyor, hepsi bir suçlu yanlış yönlendirme yapıp insanları tuzağa çekiyor. Bunda bir ANORMALLİK, HİLE var. Bazıları halen herşeyin normal seyrinde gittiğini düşünüyor. HAKKIMIZI ARAYALIM, YASAL YOLLARI TAKİP EDELİM !!!",Hedef Fiyat Sorgulama
Ben beğendim yazını bu hisseye al sat yapayım diye dün aldım endeks tepki verdi bu nötr 169 a gelmeden çok ciddi satış yiyor. Bugün yarın komisyonu çıkarayım satacağım malesef. Ben beğenmedim bu hisseyi çok oyalar gibime geliyor yatırımcısını.,Hedef Fiyat Sorgulama
"bir temettü verdi ,sonra perişan etti milelti. yıl oldu oe di yıl oldu ,",Risk ve Haber Analizi
"endeks 11500 oldu ,bu 167. hedef 300 kern,bu nasıl bir kepazelik ,her hisse 52 hafta zirvesini geçti ,Türkiye'nin tek başına yüzde 10 vergi yükü bunda ,demekkki para kazanıyor ,biz niye bu haldeyiz ,Allah sizi en sevdiklerinizle sinasin ,benim çocuğumun rızkını aldinjz ,yıllar oldu",Hedef Fiyat Sorgulama
"Holding duvar, yatırımcıyıda duvara dayanmış ağlıyor hale getirdiler.Aglama duvarı oldu koca holding . Ytd",Genel Bilgi/Durum
"alımlar önde ama nafile SPK Allah seni bildigi gibi yapsın ,",Alım-Satım Niyeti
"Arçelik artı 2 ,bu oe di hasta etti bizi",Genel Bilgi/Durum
Koç musun moc musun yoksa bok musun nedir bu ya . Türkiye'nin en büyük holdingi dedik güvendik hissesini aldık. Aldığımız günden bu yana zarardayiz 2 yıl oldu. Altın yada gümüş alsaydık paramızı 4-5 ki katlamistik. Millet artık borsaya zor döner. Çünkü güven ve istikrar yok ülkede. Yabancı gelmez.,Genel Bilgi/Durum
Neden hâlâ bu hissedesiniz beni çok şaşırtıyor bu,Genel Bilgi/Durum
Koç u moç u yok borsanın yatırımcıyı yakalayan elşne veriyor bekle şimdi diyorlar,Genel Bilgi/Durum
2024 aralık ayında kchol 190 TL 2025 aralık168 para maliyetinide ekleyin sadece borsa kaybımız _%50 2026 aralıkta kchol380 olursa paramız kurtulur.Olurmu olur diyorsan borsada kal,Hedef Fiyat Sorgulama
Arçelik zarar açıkladıysa o hisse düşer buda bir miktar düşebilir anlarız bu ondan fazla tepki veriyor çok yazıkk,Genel Bilgi/Durum
Bu seviyeler destek seviyeleri diye bugün aldım desteği de gösterdi ama inşallah tepkisinide gösterir. Endekste izin verirse inşallah.,Hedef Fiyat Sorgulama
enflasyona karşı paramızı eritti koç yazıklar olsun,Genel Bilgi/Durum
sabah ve dün yazdım borsada büyük düşüşler olacak diye özellikle bist 30 endeks kağıtlarında dedim bu arada yarın düşüşler devam edecek bilginize)),Piyasa Trend/Tahmin
yuklu alım olursa atar yoksa dort asagıya bır yukarıya gıdıp gelır,Alım-Satım Niyeti
Kur degerini baskilayan %60 kredi faizi alan,Genel Bilgi/Durum
Beyler belirsizlik donemi hisse alinmaz.Bekleyecegiz,Genel Bilgi/Durum
Adamlar yatirimda yakalandi zarar etti banka kredi faizi halen yuksek birileri gibi Cin e satamaz iktidar da karsilarinda en dogrusunu yaptilar,Genel Bilgi/Durum
ülke battı galiba spek hisseden de kötü oldu kchol hiç yakışmadı zarar eden arçelikse arçelik düşer sizin pnlarca kar eden diğer kuruluşlarınız var bu nedir şimdi yuhhh artık,Genel Bilgi/Durum
"satışlar 500 bin adet önde ,yine de düşüyor ,robotlara fiyat girilmiş ,milleti dogruyorlar ondan sonra yatırımcı ilişkileri oe di ,gerek görülmüştür diye cevap yapsın ,oe di arcsligi geç ,167 TL nedir endeks 11500 Ken,Allah sizi perişan etsin",Hedef Fiyat Sorgulama
"tamamiyle manipüle ediliyoruz ,Koç'un düz mantıkta hanesinden 5.2 milayr ciksada arceligin hanesine 5.2 milyar girecek ,sağ cepten sol cebe ,koca yazılacak ,yazıklar olsun ,Allah en sevdiklarin8zden cikarsin , bitirdiniz milleti oe ları 167 ne dir. hasta oldum hasta",Hedef Fiyat Sorgulama
akşama büyük satışlar geliyor özellikle endeks kağıtlarında olacak,Genel Bilgi/Durum
"koç daha ne düşecek zaten 168 lira , Endeks 11300 anlamadım valla.",Hedef Fiyat Sorgulama
hocam 2 sey var birincisi yabancın gelmesi için doların yükselmesi lazım dolar yükselmiyecek hükümet doların yükselmesini istemez o yuzden baskılıyacaklar bu sebeple yabancının alım yapacağı hisseleri daha assağa cekmek bu en mantıklısı ıkıncisi biraz üpotik aselsan altın gümüşun anlamsız yukselmesi acaba 2026 savas yılımı olacak diye düşünmüyor değil insan eğer buyuk bir savas olursa ne koc kalır nede thy ama şimdi birincisi bana daha makul geliyor,Hedef Fiyat Sorgulama
Bu niye düşüyor ? bi sebebi olmalı değil mi ? Endeksten çok düşüyor.,Genel Bilgi/Durum
koç alıp zarar edilen bir dönem olmuştur ama sonuç hep kâr ile bitmiştir. ağzında emzik ile hisse senedi alınmaz!,Genel Bilgi/Durum
"tamamen sıfır faizli krediye döndü koskocaman hisse ,ufak şirketler zaten bunu yapıyordu ,bu oe di ,bu yillaridr yapar oldu ,SPK Allah sizi perişan etsin",Genel Bilgi/Durum
Bu Arçelik mevzusundan dolayı satış geliyor zaten koç holding’in her zaman 220 TL civarlarında olması gerektiği söylenir ama her zamanda da 150 ila 190 bandı arasında döner durur,Hedef Fiyat Sorgulama
Nerden düştük aw hissesine ya,Genel Bilgi/Durum
Arçelik aldığı için parayı oraya yatıracak,Genel Bilgi/Durum
Bugün Koç'un 166 ve a167 daha aşağı salması bekleniyor grafiklerde al sata bakilirsa satışlar yine önde,Hedef Fiyat Sorgulama
1 yıl hissedeydim 3 ay da varsntta bistt 30 hisseleri 1 tl kazandırmıyor,Genel Bilgi/Durum
Bir hisse 1 yılda nasıl sabit kalır,Genel Bilgi/Durum
Hepsi kırmız koç yeşil amacı gel gel yapmak birazdan yakar kırmızi,Genel Bilgi/Durum
Aracı kurumlar uçuk hedef fiyatlar açıklar saf küçük yatırımcı bunlara inanır hissenin fiyatı ucuz diye alır zengin olma hayalleri kurar sonra fiyat biraz yükseltilir ky iştaha gelir almaya devam eder sonra aracı kurumlar elindeki malı boşaltır ky zarara uğratılır yabancı yatırımcıda gelmediği için bu ky söğüşleme işi bu kısır döngü içinde devam eder,Hedef Fiyat Sorgulama
dolar yükselmediği müddetce borsadan birsey beklemeyin yabanci bu dolar kur seviyesinden gelmez yads gelse bile cok dusukten bist 30 hisselerine girer siyasi belirsizlik devam ettiginden alip satar onuda,Genel Bilgi/Durum
Bugun bofa en cok bu hısseyı satmıs,Genel Bilgi/Durum
bu dusus cok tuhaf.koc holding ile ilgili bir operasyon olacak desem koc iştirakleri gunu pozitif kapatmış. yükseltmeyen bir kağıt endeksin yatay olduğu günde yuzde 3 neden duser ?,Risk ve Haber Analizi
Arkadaşım koç holding elindeki malları satsa hisse sahiplerine dağıtsa hisse oranında herkesin parası 10x yapar,Genel Bilgi/Durum
"Borsa uçacak kaçacak yalanı ile 3 yılım boşa geçti. Ereğli, cante, o, bu, derken köklü şirket diye koç aldım buda fos çıktı. Akban almıştım borsadaki ilk yılımda 17 TL den sadece ondan kazandım. Param orada kalsaydı 4 kat artmıştı. Yeni borsaya girecek olupta koç veya kuzu almayı düşünenler varın gerisini siz düşünün. En sağlam yatırım eskilerin de dediği gibi Altın Altın Altın. Gerisi boş. Herkese bundan sonraki atacağı adımlarda hayırlı kazançlar diliyorum.",Alım-Satım Niyeti
nasıl ath yaptı bir ay içinde? Geçen sene 250'yi gördü bu hisse,Hedef Fiyat Sorgulama
Zarar eden arçelik onlarca kuruluşu kar eden kchol. ondan fazla nasıl düşerki,Genel Bilgi/Durum
Arçelik yizde 1.60 ekside kchol ise yüzde 3 geride ne alaka bu yahuu,Genel Bilgi/Durum
"5 işlem gününde hissede kayıp %-9 civarı. Yılbaşı rallisi dedikleri bumu? Gavurın evine noel baba hediye ile giriyor, bizim ülkede noel baba direk bize giriyor....",Piyasa Trend/Tahmin
boşuna evhamlanmayın. 8 dolar gibi düşünün hisseyi 35 yıldır bunu alır satarım y,Genel Bilgi/Durum
Düşüşün sebebini arçelik zannedenler borsayı bırakın borsada şuanda hiçbir kağıt mali verilerle fiyatlanmıyor kokuşmuşluk heryerde,Piyasa Trend/Tahmin
Arçelik in zararına ortak oldu kemerleri bağlayın inişe geçiyoruz,Genel Bilgi/Durum
Şu anda bisti düşüren Kcholl hissesidir,Genel Bilgi/Durum
"Soruma gelen cevap; Şirketimize gösterdiğiniz ilgiye teşekkür ederiz. Holding olarak faaliyet konumuz portföy yatırımları olup bu kapsamda yapılan değerlendirmede söz konusu işlem anlamlı görülmüştür. Saygılarımızla, Koç Holding Yatırımcı İlişkileri",Hedef Fiyat Sorgulama
"Arçelik kar edince bu sattıklarını geri Alacan mı oe di ,yeter ,insan olun ,bu dünyanın altıda var oe di ,yeter",Genel Bilgi/Durum
"satışlar 1.7 milyon adet önde ,aslında çok değil ama iş robotlarda. bakalım bize hangi fiyatı reva görmüşler",Alım-Satım Niyeti
Arçelik zarar edebilir koç holdingi o kadar aşağıya çekemez ki onlarca firması kazanıyor şaka gibi soyguna kılıf bu,Genel Bilgi/Durum
"Dedimki boffa elinde hisse yokken 1,5mio lotda cuma açığa satması yetmezmiş gibi bu günde daha fazlasını satması. hisseyi çökertti. Muhtemelen citinin malını satıyorlar . Devam açığa satışa s p k borsa çökene kadar satsınlar. Bu trade piyasasında sadece açığa satışla 3-5 büyük para kazanıp nemalanır.",Genel Bilgi/Durum
Bizim burada yazmamız zarar etmemiz bunalıma girmemiz aile huzurumuzun bozulması adamların umrunda değil gözlerinde bit kadar değerimiz yok adamlar bizi yolunacak kaz gözüyle görüyor,Alım-Satım Niyeti
bunun kadar haysiyetsiz bir holding gormedim yaziklar olsun,Genel Bilgi/Durum
"tera holdin sıklıkla istoraklerinin hissesini alır ,tera holdingin nerden nereye geldiği ortada ,bu oe di ,sırf testere olsun diye yapıyor bu işleri",Genel Bilgi/Durum
"aslında bu nötr bır olaydır ,kağıt maniule edilour ,koç diyelim 5.2 milayr verdi ,iyi de arceligin kasasına da 5.2 milyar giriyor ,bu haber her zamanki gibi testere misali kullanılıyor,Allah kahru perişan etsin sizi",Risk ve Haber Analizi
arcelige 5.2 milyar para giriyoda.bnm 161 den aldığım hisse bugün bile -2 yapiyo.bunlrinn alayının a b versin,Hedef Fiyat Sorgulama
Bazı okuduğunu anlamayan cahiller için son defa yazıyorum. 108.29 fiyatı ARÇELİK tahtasının son 10 işlem günü ortalama fiyatıdır. KCHOL aldığı ARÇELİK hisselerini bu fiyat üzerinden aldı. Bu 108.29 fiyatinin KCHOL hissesiyle bir alakası yoktur. Hala aksi yorum yapan olursa bu ya cahilliktir ya ortaligi kariştirmak için bilinçli yapiliyordur. Cahillik ile savaşiriz ama manipülasyon ile savaşmak SPK'nin işidir. Umarim gerekeni yaparlar.,Genel Bilgi/Durum
"kar gibi eriyor ,zaten Koç'un ne olduğunu bilmeyen yok,iyi haberde sağır ,kötü olmadığı halde nötr haberde bile milleti perişan ediyorlar",Risk ve Haber Analizi
Ky batmış insanlar bunalıma girmiş aile düzeni bozulmuş bunların umrunda değil gözlerinde bit kadar değerimiz yok,Alım-Satım Niyeti
arkadaşlar bu arçelik olayı 4.çeyrek bilançoya nasıl etki eder lütfen bilen yazsın.,Risk ve Haber Analizi
"5.2 milyar TL ile Arçelik hissesi aldı ,arcslikte hep zarar eden şirket ,bu da olmuszu etkiledi",Genel Bilgi/Durum
Peki bu Arçelik hep mi zarar edecek? :),Genel Bilgi/Durum
Lion King 28 ay önce 161 den Arçelik aldım.sonuc 105 lira.inss batarrrrrrr,Hedef Fiyat Sorgulama
11340 kırıldı hedef 11280 yarında duseceğiz,Hedef Fiyat Sorgulama
arçelik almışsa ne olmuş aw bu kötü bir durum değil ki öz kaynaklarda değişim olmayacak ki aksine iştirakindeki payı artmış olacak temettü geliri artmış olacak bofa oynuyor başka birşey değil düşmesi için sebep yok,Risk ve Haber Analizi
Kapanış 165 ve 167 olacak yazın kenara eğer taban olmazsa tabi bazı bilmişler varya bil bakalım,Hedef Fiyat Sorgulama
koç holding 108 TL ye gelemez.bofanın satışları tamamen karşılanıyor.,Genel Bilgi/Durum
Kimin okuduğunu anlamadığı ortada :) 108 fiyatinin KCHOL ile alakasi yok. Onlar alınan Arçelik hisselerinin ortalama fiyati :)),Genel Bilgi/Durum
Kâr var . Türkiye'nin en büyüğü. Bir sıkıntı var. Ya düşürüp ucuzdan alıp ralli yaptiracaklar. Yada Koç holding e bir operosyon var. Başka ne olabilir. Koç MHP ye çok güzel yakın. Operosyonda yapamazlar. Ya sabır.,Piyasa Trend/Tahmin
Okuduğunu anlamayan insanlar var. Bu ülkede ki bazı olaylara şaşırmamak lazım. 108 fiyati alınan Arçelik hisselerinin fiyati KCHOL fiyatıyla bir alakası yok. Konuşmak için konuşmayın.,Genel Bilgi/Durum
Senin beyinde sıkıntı mı var? O 108 fiyati alinan Arçelik hisselerinin fiyati okuma yazman yok mu? Allah akil fikir versin.,Genel Bilgi/Durum
"Bu hissenin bu kadar sürünmesi anormal bir durum, bi dümen var. spkya resmi başvuru, cimer yada savcılığa giderek suç duyurusunda bulunun, 6263 sayılı kanun size bu hakkı veriyor, korkmayın !!!",Hedef Fiyat Sorgulama
Birçok insan bu gün kchol hissesini almama kararı aldığından eminim bir okadarıda maliyete gelsede kaçsam diye düşünüyor .,Risk ve Haber Analizi
Yani Arçelik 108 TL satacak hisseyi ozaman bugün taban beklenir 25 aralığa kadar 110 düşmesi lazım Koç'un yanlış mıyım,Genel Bilgi/Durum
Onlar alinan Arçelik hisselerinin fiyati kapi okumuşsun ama boşa okumuşsun. Belki de okuduğunu anlamiyorsun.,Genel Bilgi/Durum
"Hayret yorum paylaşılmış, suç duyurusunda bulundum, hisse sahipleride suç duyurusu bulunsun. Savcılık bi zahmet spk'ya sorsun ne oluyor.",Genel Bilgi/Durum
Maliyetine gelsin satacağım YKB Kredi kartını iptal ettireceğim hesaplarımı kapatacağım o kadarki yaktılar içimi,Alım-Satım Niyeti
türkiyenin en büyük şirketlerinde bunlar oluyor. 1 yıl öncesine göre zarar etmiş bunu alan. enflasyonu hiç söylemiyorum. yan kağıtlar bundan beter. ne yapmaya çalışıyorlar. herkes kaçsın birbirlerini düdüklerler artık.,Genel Bilgi/Durum
Koç holing ❌kOÇ holding ☢️,Genel Bilgi/Durum
22 aralık 2024 koch hisse 180.500 tl 22 Aralık 2025 hisse 170 tl.Ülkenin en büyük holdingine bak.Soygun var.,Hedef Fiyat Sorgulama
Faize yatırsaydık 225 tl olurdu en az,Hedef Fiyat Sorgulama
Endex yeşil koç yine kırmızı ne olacak küçük yatırımcı,Genel Bilgi/Durum
demedimmi sabah cok sert dususlr olacak diye yabancı kazansın diye güzelim hisseleri dusuk fiyattan yabancıya verecekler dolar yukselmiyeceği için tek kurtulus bu yabancının gelmesi için turk halkının kimse umrunda değil,Genel Bilgi/Durum
