text,label,source
endeksi duşüren-kötü ellerde,Genel Bilgi/Durum,akbnk
5 ocak Ptesi enflasyon bildirisinde ters oynayamaz,Risk ve Haber Analizi,akbnk
banka iyi gidiyordu bu bozdu işi,Genel Bilgi/Durum,akbnk
niye düştü bu şimdi kim satıyor gören var mı,Genel Bilgi/Durum,akbnk
"diğer bankalara oranla , bu amma nazlandı",Genel Bilgi/Durum,akbnk
5 ocak enflasyonu bekliyor banka sektörü,Risk ve Haber Analizi,akbnk
3 aralıkta enflasyonla yükselmişti enflasyon öncesi düşmesi normal ya yüksek çıkarsa diye,Risk ve Haber Analizi,akbnk
koray çim öyle şeylere kafa yorma . beynin yanar . onlar ekipler . karşılıklı işlem yapıyor lar kimde ne var biliyor lar . 100 üstü bütün lotlarını sayıyor lar . bofa ımf bunları geç . sen 120 lirada mumu hangi otelde . hangi şarap la . söndüreceğini düşün .,Hedef Fiyat Sorgulama,akbnk
lan hayır iş bankası +1 yakıyor ykbnk +0.5 yakıyor -1.5 tan gelip sen - %0.7 den gelip %0.5 + yakamıyorsun bofa ne baskıladın kağıdı dün yukarıdan 12m mal alıyorsun bugün 2m mal çakıyorsun . hayır zararına yapıyorsun bide,Risk ve Haber Analizi,akbnk
bu planlı soyguna zemin harcayan bütün kurumların sorumlularının taa .,Genel Bilgi/Durum,akbnk
oynuyorlar resmen ky le dünyanın en düzambaz borsalarından birisindeyiz tokatçılarla dolu,Genel Bilgi/Durum,akbnk
maliyetim 69.60 . yeni yıl sonrası güzel bir ivme bekliyorum .,Alım-Satım Niyeti,akbnk
düştü zaten 67i gördü,Genel Bilgi/Durum,akbnk
endekse rağmen çok güçlü,Genel Bilgi/Durum,akbnk
geliyor gelmekte olan .,Piyasa Trend/Tahmin,akbnk
"varoş sohbet sitesi yapmayalım , elit bilgiler paylaşalım . endekse rağmen çok güçlü durdu o yüzden alım kararımı öne çektim . daha önceki kötü endekse rağmen grafik hareketleri çok iyi . kırmızı oldukça insanlar ekliyor . yatırımcıları paralı insanlar . tabi bu sitede cenk bir kaç varoşta var onlarda idare edeceğiz",Alım-Satım Niyeti,akbnk
ben 68.95 den 500 lot alınca yükseldi akıllı olun yarın satarım kırmızı olur,Alım-Satım Niyeti,akbnk
"cenk diye arkadaş bugün 500 lot aldım , fakat ben düştükçe ekliyorum çıktıkça satıyorum . yılbaşından sonra satarım .",Alım-Satım Niyeti,akbnk
geçenlerde akbank iyiydi şimdi garanti neden böyle,Genel Bilgi/Durum,akbnk
siz şimdi buralarda almıyorsun uz ya . hasret kalacak suni buralarda . geçen yıl aynı benim garantide düştüğüm duruma düşücejssnsz 60 lirada garanti sattım . ebeninkini gördüm . sonra 138.,Genel Bilgi/Durum,akbnk
hasan bey aldın mı 65 in 6 işini . abuzer size . hasan bey 100 liradan verecek .,Hedef Fiyat Sorgulama,akbnk
yeni yıla en az zararla girmekte fayda var sanki . herkese bol şanslar .,Genel Bilgi/Durum,akbnk
bankalarda bugün iştah var ancak akbank henüz tepki veremedi . diğer özel bankalar daha iyi şu an . akbankı salsalar banka taa gidecek,Piyasa Trend/Tahmin,akbnk
abd hilafında suriyeye operasyon başlarsa abdnin ilk hamlesi halkbank davasını tekrar başlatmak olabilir . o vakit paraşütsüz atlamaya hazır olun,Risk ve Haber Analizi,akbnk
70 üstüne atması durumunda garantiyi yakalayabilir .,Piyasa Trend/Tahmin,akbnk
hasan bey . 65 in başını alabilirsiniz . o işler bitti .,Hedef Fiyat Sorgulama,akbnk
"65 olunca görürsün kim alıyor başını , pazartesi yazcım",Piyasa Trend/Tahmin,akbnk
"arkadaşlar rahat olun 65 düşerse çok yüklü alem , o zaman 74 u geçecek tahtacı dayanamiçek . göreceksiniz",Alım-Satım Niyeti,akbnk
1 yıldır hisse 74 dü geçememiş 4 defa denemiş adam 110 diyor ülkede keriz çok gani gani,Hedef Fiyat Sorgulama,akbnk
"geçen hafta 69 dan pişman olmuştum , geri aldım , büyüksün tahtacı",Alım-Satım Niyeti,akbnk
sen tahtacıya yalvaracaksın 110. liradan bana da ver bende gelimde gezdsrşm . diye . çok konuşturma hanımlar var burda,Hedef Fiyat Sorgulama,akbnk
senin kerizllerr hisseyi tutacak ki biz al sat yapalım şunuda Soley'leştin bna,Genel Bilgi/Durum,akbnk
59 maliyet abuzer . bak bakalım kim kimin başında oturuyor .,Alım-Satım Niyeti,akbnk
borsadan uzak durun en sanki haraketden %15 aldım çıktım parayı gümüşe yatırdım kafam rahatmış mis .,Alım-Satım Niyeti,akbnk
oyak tacirlerin 2026 hedeflerini açıkladığı raporlarını görünce banka taşıma anlamı çıkıyor . 1 ayda çiti deutche emeklilik fonları akbankta 192.5 milyon lot neden alıyor,Risk ve Haber Analizi,akbnk
aylık girafikde hala artı 9 u var yedirir mi balıma sana o artı 9 u ),Piyasa Trend/Tahmin,akbnk
hepsini sattım dua edin dahada düşsün geri alcam,Alım-Satım Niyeti,akbnk
ender 11200 kırmasın dua ette kadir ben görürüm özman seni,Risk ve Haber Analizi,akbnk
72 71 iken uyardım bu yıl 4 defa aynı hareketi yaptı dedim kadir diye bir keriz vardı ne diyordu o,Piyasa Trend/Tahmin,akbnk
"çöp kağıt , 20 tl eder gözümde",Hedef Fiyat Sorgulama,akbnk
54 e yolu var,Piyasa Trend/Tahmin,akbnk
2025 özet paramız enflasyon karşısında akbank yatırımcısı olduğumuz halde eridi,Genel Bilgi/Durum,akbnk
"böyle borsa olmaz olsun . değil uzun vade , kısa vade bile yatırım yapılmaz buralarda .",Genel Bilgi/Durum,akbnk
"1 haftada aldığımı daha fazlasıyla verdim . çıktım , sanırım faize yatıracağım . nerelere düşeceğini kestirsem çıkmazdım",Alım-Satım Niyeti,akbnk
"gmz demir bankalara alıcı söküp durdular , şimdide dokuyorlar insanları",Genel Bilgi/Durum,akbnk
2025 yılı dünya borsaları ralli yaparken bizim borsa çöp . yıl sonu kapainrken bile düşüyor .,Genel Bilgi/Durum,akbnk
Akbank short,Alım-Satım Niyeti,akbnk
alım satım yapan kimler,Genel Bilgi/Durum,akbnk
"ben satıyorum dostum , sadece onu bilirim",Alım-Satım Niyeti,akbnk
eflayon almış başını gitmiş . ev kiraları ödenemez hale geldi .,Risk ve Haber Analizi,akbnk
69.30 üstü beklenebilir halen umut var,Piyasa Trend/Tahmin,akbnk
niye düştü diyenler piyasayı takip etmeyenler . abd büyüme verisi yüksek geldi . bu faiz indirimi olmayacak manasına geliyor .,Risk ve Haber Analizi,akbnk
trend bitti artık bankalardan çıkışlar,Piyasa Trend/Tahmin,akbnk
2025 enflasyon bile yükseltilmiyenn kar ettiği halde 2026 da bırakın yapımcı balinaları yerli hamsi bile bulamayacak hissesine yatırımcı,Genel Bilgi/Durum,akbnk
türk borsası yatırımı hak etmiyor yatırımcı bankalara alım satım ücreti olarak stopaj ödüyor yetmedi birde aracı kurumların aylık 6 aylık 12 aylık bakım maliyeti yatırımcıya ödetiniyor hisse senetleri olduğu yerde sayıyor dolar karşılığı kazançlı değiller amerika'da hisseler artış yaparken türk borsasında yatırımcı kaybettiriliyor yatırım yapmak doğru yer amerika yanlış yer borsa istanbul,Genel Bilgi/Durum,akbnk
güler hanım . ne mal topladınız be . artık surun yukarı . bir 100 u görelim artık,Hedef Fiyat Sorgulama,akbnk
yılbaşı öpücüğü yapıyor lar . hesap kapatanlar borcunu kapatanlar . yılbaşı tatilcilerse . tabi noel tatili . e öpmeler normal . aşk öpücükleri bunlar . hart olmasın önemli olan o . hart olursa kimse dayanamaz,Genel Bilgi/Durum,akbnk
hiçbir b * * anlamadım dünden beri ne oldu niye bu düştü bist yeşil şilideyken yüz de 3 düştü,Genel Bilgi/Durum,akbnk
"bir de bugün bofa işin içinde değil , o da satsaydı bugün tam olacakmış , bu nedir ya",Risk ve Haber Analizi,akbnk
"fiyat teknik göstergeler ( anlık ) son fiyat : 69.90 tl – 70.45 tl bandında dalgalanıyor . günün özeti : hisse bugün yaklaşık %2.92 oranında bir geri çekilme yaşasa da , 11:17 itibarıyla 13.7 milyon lotluk bir işlem hacmiyle destekleniyor . irsi ( göreceli güç endeksi ) : arş şu anda 58.81 seviyesinde . bu değer , sabah gördüğümüz 36-38 seviyelerinden ciddi bir sıçrama yaparak al iştahının arttığını hissenin güç kazandığını gösteriyor .",Piyasa Trend/Tahmin,akbnk
bu bankalar süründürüyor uzun yıllar . sonra şahlanınca 3-4 ayda deli gidiyor . borsada hisseyi yükseliş zamanına denk getirmezsen uzun yıllar taşıyorsun . denk getirmekte ancak krizlerde oluyor,Genel Bilgi/Durum,akbnk
"katarlılar alıyor , ingilizler satıyor . bakalım kim kazanacak ?",Risk ve Haber Analizi,akbnk
70.10 son kale,Hedef Fiyat Sorgulama,akbnk
saat 16:30 ' a düşmesi muhtemel görünüyor .,Piyasa Trend/Tahmin,akbnk
duruşu belli gözü aşağı bakıyor yok enflasyon muhasebesi yabancı lot almış hikaye bunlar canları aşağısını istiyorsa aşağı gider,Piyasa Trend/Tahmin,akbnk
bu düşüş değildi likidite girişi devam ediyor olsa olsa soluklanma dır,Piyasa Trend/Tahmin,akbnk
"düşüşü enflasyon muhasebesinin kaldırılması verilen teklife bağlayanlar olmuş bankalar finansal kiralama , faktoring varlık yönetim şirketleri zaten bundan muaf yutulmuşlardı 2025 yılı",Risk ve Haber Analizi,akbnk
yarın bofa çalışmaz bilginiz olsun .,Risk ve Haber Analizi,akbnk
"ekonomistler ; enflasyon muhasebesinin yapılmasının doğru finansal raporlama sağladığını düşünerek , yatırımcı üzerindeki güven etkisini arttırdığını söylüyor . dün kaldırıldı zaten , bugün banka hisselerinin durumu ortada . ancak bizim borsamız genelde , ne hedef fiyatı ne enderi ne grafiği dinler oldu . bofa vb kurum alıyorsa çıkıyor satıyorsa düşüyor . inşallah kazançlı bir yıl olur",Risk ve Haber Analizi,akbnk
"üstteki yazıma küçük bir düzeltme : dün , enflasyon muhasebesinin kaldırılacağı hep yazıldı , çizildi , biliniyordu yazacağıma dün kaldırıldı yazmışım",Risk ve Haber Analizi,akbnk
ay sonu . bitsrmedenn . gitmez . herkesi billur gibiyapacak . esas malı 100 lirada çakacak . gelmezler demeyin . gelirler . 110 a da gelirler . 12o . bu ülkenin keriziyle . kerevizi çok lezzetlidir,Hedef Fiyat Sorgulama,akbnk
nasıl şaplamadılar . dedim size . hiç dinlemezler . şimdi kredilileri nasıl dökecekler . yedirirler mi . sonra yola devam .,Genel Bilgi/Durum,akbnk
"Sagol'la yakın bağları var , sahil dip görüp tavan yaptı saholün düşüş etkisi yansımış olabilir tek sorun saholün tavan yapması akbnkyi etkiler mi cumaya zaman gösterir",Risk ve Haber Analizi,akbnk
bu ofisin biste hiç faydası yok sade hacim yaratıyor . uzun süre hisse taşımıyor trade yapıyor . hisseye bir girişi var tatlı tatlı geliyor . bir çıkışı var ki acıtıyor . tatlı yemenin acı . olur misali . bankalardan enflasyon muhasabesinide kaldırdılar tık yok veriyorlar . borsa hala 2026 2. çeyrekte gider deniyor özel bankalar 1.5 -2 sene öncede bu fiyattalardır . para kazandırmayıp reelde %100 e yakın kaybedildi . 2 günde özel bankalar %-5 yakın kaybettirdi . Akbank zaten yıllardır sürüründürdü 74.5 civarı zirve yapmıştı üstüne yıl geçti bir daha zirve yenemedi,Risk ve Haber Analizi,akbnk
10 gündür 70 üstü kapatıyor %3 yükselene o direnç bu direnç dedik 1 günde 70 in küsüratını sildiler : d,Genel Bilgi/Durum,akbnk
sağlam satış yedi daha 68e yolu var,Piyasa Trend/Tahmin,akbnk
aklım kesti artık bunun 80-90 olması mümkün değil 58 - 60 liradan alacaksın dayanabilirsen 70 de vereceksin,Piyasa Trend/Tahmin,akbnk
bankalar gidecek dedikçe bankalara veriyorlar alın diye önerdikleri 3 gün yaşıyor . noel rallisini geri viteste yapıyor bankalar,Piyasa Trend/Tahmin,akbnk
15 gün önceki fiyat 69.10 az kaldı geri dönecek .,Piyasa Trend/Tahmin,akbnk
battı herhalde banka .,Genel Bilgi/Durum,akbnk
akşam düşür al sabah +3 ver her gün aynı terane,Genel Bilgi/Durum,akbnk
artık alıştık hep aynı taktik ı 73 den dönüş başladı,Genel Bilgi/Durum,akbnk
ne oldu da düşüyor bu namussuz,Genel Bilgi/Durum,akbnk
% -2.22 . 70.35 eyvah eyvah,Genel Bilgi/Durum,akbnk
klasik 74 - 54 hareketini yapıyor .,Piyasa Trend/Tahmin,akbnk
yılbaşı rallisiymiş 2026 da borsa daha iyi olacakmış mışmışmış,Piyasa Trend/Tahmin,akbnk
japonya dan kaynaklı olabilir ),Risk ve Haber Analizi,akbnk
"1 lira art , 2 lira duş , 2 lira art , 3 lira düş . yılbaşı yıl sonu bak değişen yok . kazanan büyük yatırımcılar yani al sat yapanlar .",Genel Bilgi/Durum,akbnk
pislik banka . bankaendeksi aşağı çekti yetmedi endeksinde zorluyor,Genel Bilgi/Durum,akbnk
bütün nankörler burada . zirvesini tazeleyen tek banka burası yine zırlamıyorlar . gidin garan işe bakın,Genel Bilgi/Durum,akbnk
"hep aynı taktik , türkiye de batan bir tek borsa yatırımcısı . uzun vadede kazansa da enflasyona ya da diğer gelir getirici şeylere yeniliyor .",Genel Bilgi/Durum,akbnk
tabana mı gidiyor satan kim,Piyasa Trend/Tahmin,akbnk
genelde diğer hisseler iyi muhammed bey . akbank ta baskı var .,Genel Bilgi/Durum,akbnk
ülkeyi etkileyecek önden bir haber aldılar,Risk ve Haber Analizi,akbnk
anlık 71.50 . - c,Genel Bilgi/Durum,akbnk
bekliyoruz öyle bakalım ne olucak,Alım-Satım Niyeti,akbnk
allahın cezası hep gözü aşağıda ender kırmızıya döndüğü an 65 yerde,Piyasa Trend/Tahmin,akbnk
"bıst 30 + %0.90 ladayken bubi tık artmıyorsa , öğleden sonra ender bira aşağı salarsa kendini bunu düşünemiyorum bile . inşallah toparlar bu ne ya",Risk ve Haber Analizi,akbnk
yasin esma satmayacağım gerçekten bu yıl sıkıcı geçti,Alım-Satım Niyeti,akbnk
gmz demir evet satmamakla en iyisini yaparsın çünkü bu akbank yani elektrikçi bir ilaç firması değil . bekliyoruz,Alım-Satım Niyeti,akbnk
uzun orta vade yatırımcıları yazıyorum . 2 yıldır 50 70 arasında sıkışma var . benzeri hareketlerin sonu yüksek olasılıkla yukarı yönlü büyük çıkışla bitiyor . ben akbank hisseye güveniyorum güzel yükselecek . ancak sabırla beklemeniz gerekiyor .,Piyasa Trend/Tahmin,akbnk
"uzun vade de bekleyişlerde , ciddi yükselişler olmazsa mevcut paranın değerinde düşüyor . zaman zaman al şatçılar daha kazanıyorlar . inşallah ciddi bir ivmeyle hızlı bir yükselişe geçer . uzun süredir 74 u geçemedi bir türlü",Piyasa Trend/Tahmin,akbnk
gmz demir 2026 artık yapay zeka önderliğinde teknolojide sıçrama çağına giriyoruz . bankacılık sektöründe de teknolojinin farkedeceğini düşünüyorum . al şatçılar tabiiki daha çok kazanır bir tahtacı dostunuz var ise siz tahtacı iseniz bu durum geçerli olur . aksi halde çok daha berbat bir duruma düşersiniz . bugün2026 yılı bofa bile yapay zekayı konu alıyor . herkesin kendi seçimi akbank umduğumdan daha güzel yerlere gelecek . hepinize iyi kazançlar,Risk ve Haber Analizi,akbnk
bu asgari ücret açıklaması umarım bizim pozitif değerlenme olarak yansır,Risk ve Haber Analizi,akbnk
asgari ücret net : 28 bin75 olarak belirlendi .,Risk ve Haber Analizi,akbnk
yarın yerine koyar normal hareketler bunlar short yukarı öpücükleler .,Piyasa Trend/Tahmin,akbnk
bugün yaptığın en mantıklı hareket akbankı viopta Short'laşmak oldu ),Alım-Satım Niyeti,akbnk
hızlıca 59 a gelir mi ?,Hedef Fiyat Sorgulama,akbnk
buradan alan 1 sene unutur hep aynı yaptı 75 50,Piyasa Trend/Tahmin,akbnk
ne ara 75gördü,Genel Bilgi/Durum,akbnk
geçen sene senede 1 burlara geliyor iniyor dikkat edeceksin,Piyasa Trend/Tahmin,akbnk
uçuş başlasın benim adım cabir,Piyasa Trend/Tahmin,akbnk
". ünlü & amp ; co satış tarafında yer almaya başlar . yavaş , yavaş .",Risk ve Haber Analizi,akbnk
tuvalete bile giderken . akbankı da yanınıza alın . yoksa beşar tuvalet size pahalıya mal olabilir . bana beşar tuvalet beşar kere 200 tl ye mal oldu .,Genel Bilgi/Durum,akbnk
hanımlar . beyler . harbi korkmaya başladım . bu ne lan her yer eksi bu artı . bir zangırtı kopacak .,Piyasa Trend/Tahmin,akbnk
72.90 kurmuş 210k bir baraj gelip gelip duvara çarpıyor,Risk ve Haber Analizi,akbnk
100 tl ye düşür bu . 9 ay önceki aynı yerinde .,Piyasa Trend/Tahmin,akbnk
piston assa,Piyasa Trend/Tahmin,akbnk
ak yatırım bugün sahaya inmedi henüz ! eğer inmezse .,Risk ve Haber Analizi,akbnk
günaydın . mscı türkiye - %0.72 kapatmış . dikkatli olmakta fayda olabilir .,Risk ve Haber Analizi,akbnk
son vagon . bindiniz bindiniz . yoksa gelen geçen biner .,Alım-Satım Niyeti,akbnk
ha buradan döner ha şöyle döner . yok direnç . döner . çok gitti . döner . 100 liradan alırsın .,Hedef Fiyat Sorgulama,akbnk
75500. geçilirse . 100 lira gelir .,Piyasa Trend/Tahmin,akbnk
7-8 ay önce bu kağıtta zararım bir ara 800 liraya çıkmıştı şu anda 60 bin lira kardayım kazanç yok mevduat gelirinin çok altında kaldı şimdi suralardan iki tavan yapsa da kaçıp gitsek,Alım-Satım Niyeti,akbnk
benimde seninle aynı marttan beri bekle anca kardayız en az bir %10 -20 arası daha almalıyız da zor,Genel Bilgi/Durum,akbnk
şoygunsa hissesinde bir yeşil kapatan bu oldu .,Genel Bilgi/Durum,akbnk
"relax , iyi gidiyor çaktırmadan döke döke",Genel Bilgi/Durum,akbnk
74 den döndü bir öncesinde temkinli olun bunlara güvenip iş yapmayın . .,Risk ve Haber Analizi,akbnk
ben sattım sen çıktın 1 senemi çaldın . iki yakan bir araya gelmesin .,Alım-Satım Niyeti,akbnk
haftalık %2 -4 arası yükselecek şekilde ayar çekiyorlar sanki,Piyasa Trend/Tahmin,akbnk
akbank tarihi zirve tazeledi . isyatırım tarafından 96 tl hedef fiyat verilmiş bakalım yıl sonuna buralara gelebilecek mi,Risk ve Haber Analizi,akbnk
az da olsa gün içinde tekrar yükselecektir,Piyasa Trend/Tahmin,akbnk
günlük kısa vadeli yatırımlar sadece komisyona çalışır . günlük ekrana bakmayın yatırımınızı orta uzun vade yapın . en kısa yatırım 3 ay olmalıdır . buraya 3 aylık yatırımımı yazıyorum insanlar 2 dk sonra cevap yazıyor . 2-3 ay sonra gel yaz bakım ne olmuş,Genel Bilgi/Durum,akbnk
anlık 72.05,Genel Bilgi/Durum,akbnk
spekülasyon kağıtta bulun demiyorum amerika borsası bu borsadan daha kaliteli yükseliyor,Genel Bilgi/Durum,akbnk
"altın gümüş hikayesi biter , hisse fon daha sonra kripto güzel olacak . akbank sağlam . hepinize iyi kazançlar .",Piyasa Trend/Tahmin,akbnk
3 u bir arada bekliyoruz . s400 haberi . enflasyon muhasebe si . babacan haberi . yoksa . s 400 le . oynarsınız .,Risk ve Haber Analizi,akbnk
"yürü çaktırmadan hissettirmeden , ince ince doğra shortçuları algıcıları japonları",Piyasa Trend/Tahmin,akbnk
akşam 68 kere gelir mi ?,Hedef Fiyat Sorgulama,akbnk
72 üstü gelir,Piyasa Trend/Tahmin,akbnk
lan var ya düşecek endeksi kaldıracağım diye neler yapıyorlar,Genel Bilgi/Durum,akbnk
arş yandı la alev alıyor boşaltma vakti geldi,Alım-Satım Niyeti,akbnk
haftalık arş bak . günlükle işimiz olmaz,Risk ve Haber Analizi,akbnk
bugün bir %3 -4 yapsan tadından yenmez,Piyasa Trend/Tahmin,akbnk
daha önce şelale düşüşü yaptığı 4 taban yediği fiyatta hadi bakalın !,Genel Bilgi/Durum,akbnk
günaydın . yukarı aşağı kademeler çok sığ ! yukarı aşağı kopacak hangi yöne ? bofa belirleyici olabilir .,Risk ve Haber Analizi,akbnk
2 lot akbank hep bir lahmacun fiyatına eşittir . bu 30 yıldan beri hep böyledir .,Genel Bilgi/Durum,akbnk
güler . abla . lahmacun . 1 ocakta 200 lira haberin ölsün,Risk ve Haber Analizi,akbnk
ulan milleti sinir hastası yapmadan gitmiyorsunuz . şöyle bir ağız tadıyla .,Genel Bilgi/Durum,akbnk
bir o . lak . dönüyor . dur . bakalım . ya yukarı hızlı patlıcan . yada . böyle tam tuvaletteyken . o 1 dakikada . içimizde güm,Piyasa Trend/Tahmin,akbnk
merhaba bu hisseyi kredili işlem 1 m civarı alıp satıyorum 5-10 haneye giriyor . faiz işletmiyor bu hisseyi çok sevdim günlük satıyorum,Alım-Satım Niyeti,akbnk
"öyle böyle diye diye 71 lira oldu akbank , japonyanın 0.75 faizini kim ne yapsın ) japonya bile bize faize geliyor ) borsayı öğreneceğim kimse kalmadı ! biliyorum diyene itina ders veririm , kimse sığ borsa bilgisi burada ahkam kesmesin ,",Risk ve Haber Analizi,akbnk
dua edin japonlar yükseltmesin .,Risk ve Haber Analizi,akbnk
"yasin esma bende sizinle aynı kanıdayım yasin bey , faiz düşürmeleri tabii ki bizim önemli . bugün ekonomi makalelerinde okudum bunları . umarım sadece kendi yorumlarıdır .",Risk ve Haber Analizi,akbnk
gmz demir japonların düşürmelerini bekliyorum çünkü öyle gerekiyor . dediğim aksini düşünmek bile istemiyorum herşey allak bullak olur .,Risk ve Haber Analizi,akbnk
bir kalkacak var ya ne oluyor alalım mı burada döner dur bir bekle . yok versceklwr . yok ya bekle bir . diyene . akbank s 400 ün tepesinde 00 liraya gider .,Piyasa Trend/Tahmin,akbnk
71 altı destek 71 üstü köstek iki ara bir dere bakalım nere ),Hedef Fiyat Sorgulama,akbnk
he mali verdiler son tepeyi bir daha yaptırdılar yarında -10 baba hep beraber düşeriz sabah 6 da adamlar 0.50 attırdım mı sen o zaman gör teraneyi,Piyasa Trend/Tahmin,akbnk
anlık %-0.99 . 70,Genel Bilgi/Durum,akbnk
cds 210. tahviller her gün düşüyor . bu ortamda bankaların gitmesi beklenir . ancak alıcı olmayınca bofanın insafına kaldık .,Risk ve Haber Analizi,akbnk
hacim yok . alıcı gelmiyor . bofa iş yatırım da basıp duruyor . sahipsiz kaldı bugün . bank önemli bir dirençte günlerdir kıramıyor . böyle oldukça pili bitiyor . akbank arş 70 üzeri idi . göstergeleri mı söğütoyr nedir ?,Risk ve Haber Analizi,akbnk
gamze hanım . yine bekleriz çiçekler . siz nedi çekseniz . 65 lirada buluşuruz . baya . vay Dibek'siniz .,Piyasa Trend/Tahmin,akbnk
şüphesiz . . 127200 görülecek . oradan yıkacaklar . sonra tekrar 70900. 3 ay sonra tekrar 12500. bunu yaoıçaksınız . sonra kendinizde . marmaris Kleopatra plajında . kokteyl içerken bulycajsınız . hatta tahtacı . başka biri emriniz var mı die .,Piyasa Trend/Tahmin,akbnk
bilmiyorum varan alış satış yok aldım sattım öğlene öğlenden sonra satamadım,Genel Bilgi/Durum,akbnk
diğer destek 69.2,Hedef Fiyat Sorgulama,akbnk
gamze hanım ne bekleniyor da tersi olur . normalde yıkılması lazım . çünkü borsalar haberi önce den alır . e japonya faiz arttıracağım diye milletin gözüne sokuyor . stopu koyun yıkılırsada . tahtacıya yıkılsın . ben hiç zannetmiyorum .,Piyasa Trend/Tahmin,akbnk
"katılıyorum cenk bey . umarım düşündüğümüz olur , bazan ters köşe yapabiliyor borsa .",Piyasa Trend/Tahmin,akbnk
geçenlerde 73 dördünde off 100 olacak 95 olacak diyerek benimle tartışanlar vardı soluğu 53 de alınca toz oldular,Genel Bilgi/Durum,akbnk
abuzer nekadar havlasan da bu kagir çıkacak sen ağaçlamaya devam et akbaba oee,Piyasa Trend/Tahmin,akbnk
